,tag,title,link,sale_price,regular_price,image_urls,compare_price,flavor_list,nicotine_strengths,bottle_sizes,stock_status,description,warning_description,package_contents_description,ingredients_description,key_features_description,flavors_description,specifications_description,performance_description,disposable_description,why_description,innovation_description,preference_description,enjoyment_description,compatibility_description,coil_description,battery_description,puffs_description,nicotine_description,e_liquid_description,prefilled_description,devices_description,airflow_description,heating_element_description,operation_description,charging_description,screen_description,disposable,rechargeable,battery,mesh,usb,adjustable,all_text
483,cloud-nurdz-salts-grape-strawberry-iced,Cloud Nurdz Salts Grape Strawberry ICED,https://csvape.com/products/cloud-nurdz-salts-grape-strawberry-iced,$15.75,$29.95,http://csvape.com/cdn/shop/files/cloudnurdzsaltsgrapestrawiced_300x.jpg?v=1685329504 300w,Regular price$30.00,"['25mg', '50mg', '30ml']",[],[],In stock,"Experience tart and sweet, vine-ripened grapes and strawberries in Cloud Nurdz Salts Grape Strawberry ICED. Each puff balanced with a hint of candy and a cooling menthol finish for a perfect all-day vape.
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud Nurdz Salts Grape Strawberry ICED
['25mg', '50mg', '30ml']
Experience tart and sweet, vine-ripened grapes and strawberries in Cloud Nurdz Salts Grape Strawberry ICED. Each puff balanced with a hint of candy and a cooling menthol finish for a perfect all-day vape.
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use."
336,7-daze-egge-disposable,7 Daze Egge 3000 Puff Disposable,https://csvape.com/products/7-daze-egge-disposable,$15.00,$29.95,"http://csvape.com/cdn/shop/products/7dazeeggedisposable_400x.jpg?v=1642199635 400w,http://csvape.com/cdn/shop/products/7dazeeggedisposable_500x.jpg?v=1642199635 500w",Regular price$30.00,"['Berry Fusion', 'Cake Pop', 'Glacial Mint', 'Grapple Aloe', 'Island Colada', 'Lemon Tart', 'Mango Berry', 'Melonana', 'OG Reds Iced', 'OG Reds Watermelon Iced', 'Punch Bowl', 'Sour Bites', 'Strapple Iced', 'Tropic Passion', '7obacco', 'White Gummi']",[],[],Sold out,"7 Daze Egge 5% Disposable has a 7ml juice capacity and 3000 puff count and is rechargeable via USB-C, this compact device come in a number of flavors!",,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,True,,"7 Daze Egge 3000 Puff Disposable
['Berry Fusion', 'Cake Pop', 'Glacial Mint', 'Grapple Aloe', 'Island Colada', 'Lemon Tart', 'Mango Berry', 'Melonana', 'OG Reds Iced', 'OG Reds Watermelon Iced', 'Punch Bowl', 'Sour Bites', 'Strapple Iced', 'Tropic Passion', '7obacco', 'White Gummi']
7 Daze Egge 5% Disposable has a 7ml juice capacity and 3000 puff count and is rechargeable via USB-C, this compact device come in a number of flavors!"
164,smok-nord-0-8-mtl-replacement-coil-5-pack,"Smok Nord 0.8 MTL Replacement Coil, 5 Pack",https://csvape.com/products/smok-nord-0-8-mtl-replacement-coil-5-pack,$17.46,$24.95,"http://csvape.com/cdn/shop/products/smok_nord_mesh_mtl_0.8_400x.jpg?v=1608686791 400w,http://csvape.com/cdn/shop/products/smok_nord_mesh_mtl_0.8_500x.jpg?v=1608686791 500w,http://csvape.com/cdn/shop/products/smok_nord_mesh_mtl_0.8_600x.jpg?v=1608686791 600w,http://csvape.com/cdn/shop/products/smok_nord_mesh_mtl_0.8_700x.jpg?v=1608686791 700w,http://csvape.com/cdn/shop/products/smok_nord_mesh_mtl_0.8_800x.jpg?v=1608686791 800w,http://csvape.com/cdn/shop/products/smok_nord_mesh_mtl_0.8_900x.jpg?v=1608686791 900w,http://csvape.com/cdn/shop/products/smok_nord_mesh_mtl_0.8_1000x.jpg?v=1608686791 1000w,http://csvape.com/cdn/shop/products/smok_nord_mesh_mtl_0.8_1100x.jpg?v=1608686791 1100w",Regular price$30.00,[],[],[],In stock,"The Nord 0.8Ω replacement coils by SMOK allow for MTL (mouth-to-lung) vapers who enjoy mesh coils to enjoy mesh coils! Different from the 0.6 Mesh coils with a lot more open air flow, these 0.8Ω coils have a more restrictive MTL draw. Nord coils are also compatible with the SMOK Trinity Alpha Kit, SMOK Nord AIO 19 & 22 Kit, and SMOK Nord Cube Pod Kit.
Â",,,,"0.6ohm Nord Mesh Coils - Optimized for Sub-Ohm Experience
0.8ohm Nord Mesh-MTL Coils
1.4ohm Nord Regular Coils - Optimized for MTL Experience
1.4ohm Nord Ceramic Coils - High-Temperature Resistant",,,,,,,,,,,,,,,,,,,,,,,,,True,,,"Smok Nord 0.8 MTL Replacement Coil, 5 Pack
[]
The Nord 0.8Ω replacement coils by SMOK allow for MTL (mouth-to-lung) vapers who enjoy mesh coils to enjoy mesh coils! Different from the 0.6 Mesh coils with a lot more open air flow, these 0.8Ω coils have a more restrictive MTL draw. Nord coils are also compatible with the SMOK Trinity Alpha Kit, SMOK Nord AIO 19 & 22 Kit, and SMOK Nord Cube Pod Kit.
Â
0.6ohm Nord Mesh Coils - Optimized for Sub-Ohm Experience
0.8ohm Nord Mesh-MTL Coils
1.4ohm Nord Regular Coils - Optimized for MTL Experience
1.4ohm Nord Ceramic Coils - High-Temperature Resistant"
361,reds-mango-iced-salt-e-liquid,7 Daze Salt Apple Mango Iced,https://csvape.com/products/reds-mango-iced-salt-e-liquid,$17.00,$23.00,"http://csvape.com/cdn/shop/products/daze_salt_mango_iced_30ml_400x.jpg?v=1608685304 400w,http://csvape.com/cdn/shop/products/daze_salt_mango_iced_30ml_500x.jpg?v=1608685304 500w,http://csvape.com/cdn/shop/products/daze_salt_mango_iced_30ml_600x.jpg?v=1608685304 600w,http://csvape.com/cdn/shop/products/daze_salt_mango_iced_30ml_700x.jpg?v=1608685304 700w,http://csvape.com/cdn/shop/products/daze_salt_mango_iced_30ml_800x.jpg?v=1608685304 800w,http://csvape.com/cdn/shop/products/daze_salt_mango_iced_30ml_900x.jpg?v=1608685304 900w,http://csvape.com/cdn/shop/products/daze_salt_mango_iced_30ml_1000x.jpg?v=1608685304 1000w,http://csvape.com/cdn/shop/products/daze_salt_mango_iced_30ml_1100x.jpg?v=1608685304 1100w",Regular price$30.00,"['30mg (3.0%)', '50mg', '30ml']",[],[],In stock,"Reds
Mango Iced Salt E-Liquid by 7 Daze is a delectable blend of silky sweet mango on the inhale and is bursting with refreshing coolada and your favorite apple ejuice notes on the exhale. Open a bottle of Reds Mango Iced Salt E-Liquid today!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Daze Salt Apple Mango Iced
['30mg (3.0%)', '50mg', '30ml']
Reds
Mango Iced Salt E-Liquid by 7 Daze is a delectable blend of silky sweet mango on the inhale and is bursting with refreshing coolada and your favorite apple ejuice notes on the exhale. Open a bottle of Reds Mango Iced Salt E-Liquid today!"
326,cloud-nurdz-salts-strawberry-mango,Cloud Nurdz Salts Strawberry Mango,https://csvape.com/products/cloud-nurdz-salts-strawberry-mango,$15.75,$29.95,http://csvape.com/cdn/shop/files/cloudnurdzsaltsstrawmango_300x.jpg?v=1685391520 300w,Regular price$30.00,"['25mg', '50mg', '30ml']",[],[],In stock,"Experience the delicious combination of fresh strawberries and tropical mangoes with Cloud Nurdz Salts Strawberry Mango. This blend of sweet candy flavors is perfect for those who enjoy a more fruity flavor. Enjoy the perfect balance of sweetness and tangy fruit in every puff.
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud Nurdz Salts Strawberry Mango
['25mg', '50mg', '30ml']
Experience the delicious combination of fresh strawberries and tropical mangoes with Cloud Nurdz Salts Strawberry Mango. This blend of sweet candy flavors is perfect for those who enjoy a more fruity flavor. Enjoy the perfect balance of sweetness and tangy fruit in every puff.
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use."
194,geek-vape-m100-kit,"Geek Vape, M100 Kit",https://csvape.com/products/geek-vape-m100-kit,$72.00,$79.95,"http://csvape.com/cdn/shop/products/GeekVape_M100Kit_400x.jpg?v=1635891224 400w,http://csvape.com/cdn/shop/products/GeekVape_M100Kit_500x.jpg?v=1635891224 500w,http://csvape.com/cdn/shop/products/GeekVape_M100Kit_600x.jpg?v=1635891224 600w,http://csvape.com/cdn/shop/products/GeekVape_M100Kit_700x.jpg?v=1635891224 700w,http://csvape.com/cdn/shop/products/GeekVape_M100Kit_800x.jpg?v=1635891224 800w,http://csvape.com/cdn/shop/products/GeekVape_M100Kit_900x.jpg?v=1635891224 900w",Regular price$30.00,[],[],[],In stock,"Geek Vape, M100 Kit has a 2500mah battery with a 5-100w range and a IP68 rating. This device comes with the Geek Vape Z Nano Tank, this tank has a 3.5ml juice capacity and uses the B coil series that comes in multiple variations.
Geek Vape B Series Coils",,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,"Geek Vape, M100 Kit
[]
Geek Vape, M100 Kit has a 2500mah battery with a 5-100w range and a IP68 rating. This device comes with the Geek Vape Z Nano Tank, this tank has a 3.5ml juice capacity and uses the B coil series that comes in multiple variations.
Geek Vape B Series Coils"
122,daze-apple-peach-iced-salt-e-liquid,7 Daze Salt Apple Peach Iced,https://csvape.com/products/daze-apple-peach-iced-salt-e-liquid,$17.00,$23.00,"http://csvape.com/cdn/shop/products/reds_apple_peach_iced_salt_400x.jpg?v=1608690509 400w,http://csvape.com/cdn/shop/products/reds_apple_peach_iced_salt_500x.jpg?v=1608690509 500w,http://csvape.com/cdn/shop/products/reds_apple_peach_iced_salt_600x.jpg?v=1608690509 600w,http://csvape.com/cdn/shop/products/reds_apple_peach_iced_salt_700x.jpg?v=1608690509 700w,http://csvape.com/cdn/shop/products/reds_apple_peach_iced_salt_800x.jpg?v=1608690509 800w,http://csvape.com/cdn/shop/products/reds_apple_peach_iced_salt_900x.jpg?v=1608690509 900w,http://csvape.com/cdn/shop/products/reds_apple_peach_iced_salt_1000x.jpg?v=1608690509 1000w,http://csvape.com/cdn/shop/products/reds_apple_peach_iced_salt_1100x.jpg?v=1608690509 1100w",Regular price$30.00,"['30mg (3.0%)', '50mg (5%)', '30ml']",[],[],In stock,"Daze Salts introduces to you one of their newest additions to the Daze family, Reds Apple Peach Ice! Retaining the same delicious red apple base, but this time adding freshly peeled peach slices on top with ice! If you are a fan of fruit flavors, this is a sure first pick for your new all-day vape! Grab a bottle for your new vape system today! This ejuice is packaged in a 30ml chubby gorilla bottle and is available in nicotine levels of 30mg (3%) and 50mg (5%)
NOT FOR SUB-OHM USE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Daze Salt Apple Peach Iced
['30mg (3.0%)', '50mg (5%)', '30ml']
Daze Salts introduces to you one of their newest additions to the Daze family, Reds Apple Peach Ice! Retaining the same delicious red apple base, but this time adding freshly peeled peach slices on top with ice! If you are a fan of fruit flavors, this is a sure first pick for your new all-day vape! Grab a bottle for your new vape system today! This ejuice is packaged in a 30ml chubby gorilla bottle and is available in nicotine levels of 30mg (3%) and 50mg (5%)
NOT FOR SUB-OHM USE."
470,cloud-nurdz-peach-dragon-fruit-iced,Cloud Nurdz Peach Dragon Fruit ICED,https://csvape.com/products/cloud-nurdz-peach-dragon-fruit-iced,$18.00,$29.95,http://csvape.com/cdn/shop/files/0b424e805db3033d2cc3d393b7a7c21c_400x.png?v=1701461469 400w,Regular price$30.00,"['100ml', '3mg', '6mg']",[],[],In stock,"A sensational blend that combines the succulent essence of ripe peaches and exotic dragon fruit, now infused with a refreshing blast of menthol. Prepare your taste buds for a thrilling fusion of sweet and tangy flavors, enhanced by a cooling sensation with every inhale. Dive into a world of fruity paradise with each cloud, where the tantalizing harmony of flavors transports you to a refreshing oasis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud Nurdz Peach Dragon Fruit ICED
['100ml', '3mg', '6mg']
A sensational blend that combines the succulent essence of ripe peaches and exotic dragon fruit, now infused with a refreshing blast of menthol. Prepare your taste buds for a thrilling fusion of sweet and tangy flavors, enhanced by a cooling sensation with every inhale. Dive into a world of fruity paradise with each cloud, where the tantalizing harmony of flavors transports you to a refreshing oasis."
455,cloud-nurdz-peach-blue-razz,Cloud Nurdz Peach Blue Razz,https://csvape.com/products/cloud-nurdz-peach-blue-razz,$19.00,$29.00,"http://csvape.com/cdn/shop/products/peach_bluerazz_400x.jpg?v=1608689731 400w,http://csvape.com/cdn/shop/products/peach_bluerazz_500x.jpg?v=1608689731 500w,http://csvape.com/cdn/shop/products/peach_bluerazz_600x.jpg?v=1608689731 600w,http://csvape.com/cdn/shop/products/peach_bluerazz_700x.jpg?v=1608689731 700w,http://csvape.com/cdn/shop/products/peach_bluerazz_800x.jpg?v=1608689731 800w,http://csvape.com/cdn/shop/products/peach_bluerazz_900x.jpg?v=1608689731 900w,http://csvape.com/cdn/shop/products/peach_bluerazz_1000x.jpg?v=1608689731 1000w,http://csvape.com/cdn/shop/products/peach_bluerazz_1100x.jpg?v=1608689731 1100w",Regular price$30.00,"['0mg', '3mg', '6mg', '100ml']",[],[],In stock,"Cloud Nurdz presents to you their Peach Blue Razz which is a
delightful inhale of fresh peach, exotic nectarine, with a sweet exhale of blue razz candy. This flavor is undoubtedly delicious, if you have a sweet tooth for flavors such as this, this will not disappoint. There is something about orange and blue colored fruits that just work so well together! This Ejuice is packaged in a 100ml chubby gorilla bottle, available in 0mg, 3mg, 6mg, and has a VG/PG ratio of 70/30. This will give a consistent performance level of both vapor production and flavor amplification.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud Nurdz Peach Blue Razz
['0mg', '3mg', '6mg', '100ml']
Cloud Nurdz presents to you their Peach Blue Razz which is a
delightful inhale of fresh peach, exotic nectarine, with a sweet exhale of blue razz candy. This flavor is undoubtedly delicious, if you have a sweet tooth for flavors such as this, this will not disappoint. There is something about orange and blue colored fruits that just work so well together! This Ejuice is packaged in a 100ml chubby gorilla bottle, available in 0mg, 3mg, 6mg, and has a VG/PG ratio of 70/30. This will give a consistent performance level of both vapor production and flavor amplification."
406,aqua-salts-menthol-polar,Aqua Salts Menthol Polar,https://csvape.com/products/aqua-salts-menthol-polar,$13.95,$26.00,"http://csvape.com/cdn/shop/files/aquasaltpolar_400x.png?v=1683866664 400w,http://csvape.com/cdn/shop/files/aquasaltpolar_500x.png?v=1683866664 500w",Regular price$30.00,"['35mg (3.5%)', '50mg (5%)', '30ml']",[],[],Sold out,"Polar by Aqua Menthol combines fresh picked grapes with a blast of menthol.  This ejuice is packaged in a 30ml chubby gorilla bottle and is available in nicotine levels of 35mg (3.5%) and 50mg (5%).
This ejuice is NOT to be used in sub-ohm tanks.
POD SYSTEMS ONLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aqua Salts Menthol Polar
['35mg (3.5%)', '50mg (5%)', '30ml']
Polar by Aqua Menthol combines fresh picked grapes with a blast of menthol.  This ejuice is packaged in a 30ml chubby gorilla bottle and is available in nicotine levels of 35mg (3.5%) and 50mg (5%).
This ejuice is NOT to be used in sub-ohm tanks.
POD SYSTEMS ONLY"
255,yogi-salt-peanut-butter-granola-bar,Yogi Salt Peanut Butter Granola Bar,https://csvape.com/products/yogi-salt-peanut-butter-granola-bar,$15.00,$22.00,"http://csvape.com/cdn/shop/products/YogiSaltPeanutButterGranolaBar_400x.png?v=1675975471 400w,http://csvape.com/cdn/shop/products/YogiSaltPeanutButterGranolaBar_500x.png?v=1675975471 500w,http://csvape.com/cdn/shop/products/YogiSaltPeanutButterGranolaBar_600x.png?v=1675975471 600w,http://csvape.com/cdn/shop/products/YogiSaltPeanutButterGranolaBar_700x.png?v=1675975471 700w,http://csvape.com/cdn/shop/products/YogiSaltPeanutButterGranolaBar_800x.png?v=1675975471 800w,http://csvape.com/cdn/shop/products/YogiSaltPeanutButterGranolaBar_900x.png?v=1675975471 900w,http://csvape.com/cdn/shop/products/YogiSaltPeanutButterGranolaBar_1000x.png?v=1675975471 1000w",Regular price$30.00,"['30ml', '35mg (3.5%)', '50mg (5.0%)']",[],[],In stock,Yogi Salt Peanut Butter Granola Bar is rich peanut butter and savory granola.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yogi Salt Peanut Butter Granola Bar
['30ml', '35mg (3.5%)', '50mg (5.0%)']
Yogi Salt Peanut Butter Granola Bar is rich peanut butter and savory granola."
163,smok-tfv8-baby-v2-replacement-coil-3-pack,"Smok TFV8 Baby V2 Replacement Coil, 3 Pack",https://csvape.com/products/smok-tfv8-baby-v2-replacement-coil-3-pack,From $9.57,$15.95,"http://csvape.com/cdn/shop/products/smok_baby_v2_a1_coils_1_400x.jpg?v=1608686315 400w,http://csvape.com/cdn/shop/products/smok_baby_v2_a1_coils_1_500x.jpg?v=1608686315 500w,http://csvape.com/cdn/shop/products/smok_baby_v2_a1_coils_1_600x.jpg?v=1608686315 600w,http://csvape.com/cdn/shop/products/smok_baby_v2_a1_coils_1_700x.jpg?v=1608686315 700w,http://csvape.com/cdn/shop/products/smok_baby_v2_a1_coils_1_800x.jpg?v=1608686315 800w,http://csvape.com/cdn/shop/products/smok_baby_v2_a1_coils_1_900x.jpg?v=1608686315 900w,http://csvape.com/cdn/shop/products/smok_baby_v2_a1_coils_1_1000x.jpg?v=1608686315 1000w,http://csvape.com/cdn/shop/products/smok_baby_v2_a1_coils_1_1100x.jpg?v=1608686315 1100w",Regular price$30.00,"['A1 0.17', 'S1 0.15', 'A2 0.2', 'S2 0.15', 'A3 0.15']",[],[],In stock,"The replacement coils for the new Baby V2 sub-ohm tank by SMOK contains a high caliber level of performance. For consumers who are looking to maintain their Baby V2 tank and keep it running, these coils are for you. The package contains 3 coils total. The A1 variation is the most aggressive at 0.15Ω and requires a minimum of 110W at BEST, and the S1 variation is primarily used for non-variable stick devices. Grab a replacement 3-pack for yourself today!
SMOK TFV8 Baby V2 A2 replacement coils 3pk:

The TFV8 Baby V2 A2 0.2Ω replacement coils by SMOK are a great option for mid-range power levels. These coils offer a dual cylinder designed for optimal flavor. Both cylinders cradle their new cobra mesh to assure maximum coverage on vaporization relating to surface area. The Baby V2 A2 coils are BEST recommended between 85-105W. There are 3 coils in the package total.
SMOK TFV8 Baby V2 S2 replacement coils 3pk:

The TFV8 Baby V2 S2 0.15Ω replacement coils by SMOK are preferred for the restrictive airflow vapers. These coils feature a dual cylinder design to limit airflow for increased flavor. These coils have a best recommended wattage range of 45-60w, and are best used on direct 3.7v regulated tube devices. If you own a SMOK V9 stick device, these are the coils for you! There are 3 coils total in this package.",,,,"Performance-Grade TFV8 Baby V2 Coil System
0.15Ω Baby V2 S1 Single Mesh Coil
rated for 40-80W,
recommended
60-70W
0.17Ω Baby V2 A1 Single Coil
rated for 90-140W,
recommended
110-130W",,,,,,,,,,,,,,,,,,,,,,,,,True,,,"Smok TFV8 Baby V2 Replacement Coil, 3 Pack
['A1 0.17', 'S1 0.15', 'A2 0.2', 'S2 0.15', 'A3 0.15']
The replacement coils for the new Baby V2 sub-ohm tank by SMOK contains a high caliber level of performance. For consumers who are looking to maintain their Baby V2 tank and keep it running, these coils are for you. The package contains 3 coils total. The A1 variation is the most aggressive at 0.15Ω and requires a minimum of 110W at BEST, and the S1 variation is primarily used for non-variable stick devices. Grab a replacement 3-pack for yourself today!
SMOK TFV8 Baby V2 A2 replacement coils 3pk:

The TFV8 Baby V2 A2 0.2Ω replacement coils by SMOK are a great option for mid-range power levels. These coils offer a dual cylinder designed for optimal flavor. Both cylinders cradle their new cobra mesh to assure maximum coverage on vaporization relating to surface area. The Baby V2 A2 coils are BEST recommended between 85-105W. There are 3 coils in the package total.
SMOK TFV8 Baby V2 S2 replacement coils 3pk:

The TFV8 Baby V2 S2 0.15Ω replacement coils by SMOK are preferred for the restrictive airflow vapers. These coils feature a dual cylinder design to limit airflow for increased flavor. These coils have a best recommended wattage range of 45-60w, and are best used on direct 3.7v regulated tube devices. If you own a SMOK V9 stick device, these are the coils for you! There are 3 coils total in this package.
Performance-Grade TFV8 Baby V2 Coil System
0.15Ω Baby V2 S1 Single Mesh Coil
rated for 40-80W,
recommended
60-70W
0.17Ω Baby V2 A1 Single Coil
rated for 90-140W,
recommended
110-130W"
616,vapetasia-salts-killer-kustard-blueberry,Vapetasia Salts Killer Kustard Blueberry,https://csvape.com/products/vapetasia-salts-killer-kustard-blueberry,$17.00,$22.95,,Regular price$30.00,"['30mg (3%)', '50mg (5%)', '30ml']",[],[],In stock,"The Salty One Strawberry by Beard Vape Co is a unique breakfast-flavored vape juice. It combines a strawberry donut with fruity cereal and creamy milk for a savory flavor combination that is sure to tantalize your taste buds. With its delightful sweetness and deep, complex flavor notes, this juice provides a unique vaping experience.
Salt nicotine ejuices are for pod systems ONLY and should not be used in sub-ohm applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vapetasia Salts Killer Kustard Blueberry
['30mg (3%)', '50mg (5%)', '30ml']
The Salty One Strawberry by Beard Vape Co is a unique breakfast-flavored vape juice. It combines a strawberry donut with fruity cereal and creamy milk for a savory flavor combination that is sure to tantalize your taste buds. With its delightful sweetness and deep, complex flavor notes, this juice provides a unique vaping experience.
Salt nicotine ejuices are for pod systems ONLY and should not be used in sub-ohm applications."
303,cloud-nurdz-sour-watermelon-strawberry,Cloud Nurdz Sour Watermelon Strawberry,https://csvape.com/products/cloud-nurdz-sour-watermelon-strawberry,$19.00,$29.00,http://csvape.com/cdn/shop/files/sourwatrmlnstrw_400x.png?v=1689186566 400w,Regular price$30.00,"['0mg', '3mg', '6mg', '100ml']",[],[],In stock,Cloud Nurdz Sour Watermelon Strawberry is a delightfully unique blend of tart sweetness. The combination of freshly-picked strawberries and candied watermelon create a balanced flavor for a classic summertime vape experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud Nurdz Sour Watermelon Strawberry
['0mg', '3mg', '6mg', '100ml']
Cloud Nurdz Sour Watermelon Strawberry is a delightfully unique blend of tart sweetness. The combination of freshly-picked strawberries and candied watermelon create a balanced flavor for a classic summertime vape experience."
420,bad-drip-god-nectar,"Bad Drip, God Nectar",https://csvape.com/products/bad-drip-god-nectar,From $15.00,$26.95,"http://csvape.com/cdn/shop/products/BadDrip_GodNectar_400x.jpg?v=1637943756 400w,http://csvape.com/cdn/shop/products/BadDrip_GodNectar_500x.jpg?v=1637943756 500w",Regular price$30.00,"['0mg', '3mg', '6mg', '60ml']",[],[],In stock,"Bad Drip, God Nectar is a juicy passion fruit, sweet guava, tangy mango, and zesty orange flavors join forces to quench your thirst while transporting your imagination to paradise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bad Drip, God Nectar
['0mg', '3mg', '6mg', '60ml']
Bad Drip, God Nectar is a juicy passion fruit, sweet guava, tangy mango, and zesty orange flavors join forces to quench your thirst while transporting your imagination to paradise."
346,daze-fusion-series-lemon-passionfruit-blueberry-iced,7 Daze Fusion Series Lemon Passionfruit Blueberry ICED,https://csvape.com/products/daze-fusion-series-lemon-passionfruit-blueberry-iced,$18.00,$29.95,"http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_400x.png?v=1661974845 400w,http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_500x.png?v=1661974845 500w,http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_600x.png?v=1661974845 600w,http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_700x.png?v=1661974845 700w,http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_800x.png?v=1661974845 800w,http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_900x.png?v=1661974845 900w,http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_1000x.png?v=1661974845 1000w,http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_1100x.png?v=1661974845 1100w,http://csvape.com/cdn/shop/products/DazeFusionSeriesLemonPassionfruitBlueberryIced_1200x.png?v=1661974845 1200w",Regular price$30.00,"['0mg', '3mg', '6mg', '100ml']",[],[],In stock,"Daze Fusion Series Lemon Passionfruit Blueberry Iced is tart lemon, ripe passionfruit, sweet blueberry, and a touch of ice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Daze Fusion Series Lemon Passionfruit Blueberry ICED
['0mg', '3mg', '6mg', '100ml']
Daze Fusion Series Lemon Passionfruit Blueberry Iced is tart lemon, ripe passionfruit, sweet blueberry, and a touch of ice."
415,bad-drip-bad-blood,"Bad Drip, Bad Blood",https://csvape.com/products/bad-drip-bad-blood,$15.00,$26.95,"http://csvape.com/cdn/shop/products/BadDrip_BadBlood_400x.png?v=1637943159 400w,http://csvape.com/cdn/shop/products/BadDrip_BadBlood_500x.png?v=1637943159 500w",Regular price$30.00,"['0mg', '3mg', '6mg', '60ml']",[],[],In stock,"Bad Drip, Bad Blood The subtle dusting of vanilla sets in on top of the blueberries and pomegranate to pull all that flavor together.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bad Drip, Bad Blood
['0mg', '3mg', '6mg', '60ml']
Bad Drip, Bad Blood The subtle dusting of vanilla sets in on top of the blueberries and pomegranate to pull all that flavor together."
355,reds-grape-salt-e-liquid,7 Daze Salt Apple Grape,https://csvape.com/products/reds-grape-salt-e-liquid,$17.00,$23.00,"http://csvape.com/cdn/shop/products/daze_salt_grape_30ml_400x.jpg?v=1608685088 400w,http://csvape.com/cdn/shop/products/daze_salt_grape_30ml_500x.jpg?v=1608685088 500w,http://csvape.com/cdn/shop/products/daze_salt_grape_30ml_600x.jpg?v=1608685088 600w,http://csvape.com/cdn/shop/products/daze_salt_grape_30ml_700x.jpg?v=1608685088 700w,http://csvape.com/cdn/shop/products/daze_salt_grape_30ml_800x.jpg?v=1608685088 800w,http://csvape.com/cdn/shop/products/daze_salt_grape_30ml_900x.jpg?v=1608685088 900w,http://csvape.com/cdn/shop/products/daze_salt_grape_30ml_1000x.jpg?v=1608685088 1000w,http://csvape.com/cdn/shop/products/daze_salt_grape_30ml_1100x.jpg?v=1608685088 1100w",Regular price$30.00,"['30mg (3.0%)', '50mg', '30ml']",[],[],In stock,"Reds Salt includes their new red apple grape to the mixture of their selection. Allowing users to experience not only a juicy apple, but a fine purple grape as well! Blending a mouth-watering mixture to give the best of both worlds. If youâ€™re looking for an incredible grape flavor with just a hint of sweetness from apple juice, this is the one for you! Packaged in a 30ml chubby gorilla bottle and available in both 3% (30mg), or 5% (50mg). Grab a new bottle for your pod system today and grasp the flavor of an all-day vape! Salt Nicotine ejuices are to be used in pod systems only!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Daze Salt Apple Grape
['30mg (3.0%)', '50mg', '30ml']
Reds Salt includes their new red apple grape to the mixture of their selection. Allowing users to experience not only a juicy apple, but a fine purple grape as well! Blending a mouth-watering mixture to give the best of both worlds. If youâ€™re looking for an incredible grape flavor with just a hint of sweetness from apple juice, this is the one for you! Packaged in a 30ml chubby gorilla bottle and available in both 3% (30mg), or 5% (50mg). Grab a new bottle for your pod system today and grasp the flavor of an all-day vape! Salt Nicotine ejuices are to be used in pod systems only!"
