id,product_id,flavor_name,flavor_description,flavor_category,iced_bool,cbd_bool,date_inserted,date_updated,predicted_category,confidence,raw_llm_response
4375,1744,Clear,,,,,30:48.4,30:48.4,Clear/Other Cooling,medium,**Clear/Other Cooling**
4376,1745,Black Ice,,,,,31:07.9,31:07.9,Clear/Other Cooling,medium,**Clear/Other Cooling**
4377,1745,Blueberry Mist,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4378,1745,Berry Bomb,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4379,1745,Bubblegum,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4380,1745,Blueberry Kiwi,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4381,1745,Cherry Blueberry,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4382,1745,Cherry Cola,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4383,1745,Double Apple,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4384,1745,Cherry Candy,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4385,1745,Grape Aloe,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4386,1745,Lemon Mint,,,,,31:07.9,31:07.9,Other Flavors,medium,**Other Flavors**
4387,1745,Strawberry Smooth,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4388,1745,Ice Tea Peach,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4389,1745,Watermelon Ice,,,,,31:07.9,31:07.9,Other Flavors,high,Other Flavors
4390,1745,Cuba Cream,,,,,31:07.9,31:07.9,Other Flavors,medium,**Other Flavors**
4391,1746,Blue Razz Ice,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4392,1746,Blackberry Fcuking Fab,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4393,1746,Cherry Lemon Mint,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4394,1746,Cherry Strazz,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4395,1746,Grape Ice,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4396,1746,Miami Mint,,,,,31:21.8,31:21.8,Mint,high,Mint
4397,1746,Peach Blue Slushy,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4398,1746,Peach Raspberry,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4399,1746,Sky Walker,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4400,1746,Sour Apple Ice,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4401,1746,Sour Watermelon Blue Razz,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4402,1746,Strawberry Banana,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4403,1746,Strawberry Ice,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4404,1746,Strawberry Watermelon Coconut,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4405,1746,Triple Berry,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4406,1746,Twisted B Pop,,,,,31:21.8,31:21.8,Other Flavors,high,Other Flavors
4407,1747,Apple Mango Melon,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4408,1747,Arctic Mint,,,,,31:35.5,31:35.5,Menthol,high,Menthol
4409,1747,Blue Razz Ice,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4410,1747,Cali Lemonade,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4411,1747,Clear,,,,,31:35.5,31:35.5,Clear/Other Cooling,medium,**Clear/Other Cooling**
4412,1747,Cool Mint,,,,,31:35.5,31:35.5,Mint,high,Mint
4413,1747,Crazy Cherryberry,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4414,1747,Juicy Peach Ice,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4415,1747,Kiwi Passion Ice,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4416,1747,Lemon Mist Ice,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4417,1747,Melon Rush,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4418,1747,Orange Creamsicle,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4419,1747,Rainbow Candy,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4420,1747,Sour Apple Ice,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4421,1747,Strawberry Roll Up,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4422,1747,Strawmelon Ice,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4423,1747,Sugar Rush,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4424,1747,Watermelon Slushy,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4425,1747,Wild Berries,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4426,1747,White Gummy,,,,,31:35.5,31:35.5,Other Flavors,high,Other Flavors
4427,1748,Blueberry Raspberry,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4428,1748,Green Apple Blueberry,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4429,1748,Grumpy Lime,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4430,1748,Magic Mint,,,,,31:49.2,31:49.2,Mint,high,Mint
4431,1748,Mexico Mango,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4432,1748,Peachy Strawmelon,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4433,1748,Root Beer,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4434,1748,Stone Freeze,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4435,1748,Summer Grape,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4436,1748,Strawnana Ice,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4437,1748,Sour Fcuking Fab,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4438,1748,Watermelon Ice,,,,,31:49.2,31:49.2,Other Flavors,high,Other Flavors
4439,1749,Blue Baja Splash,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4440,1749,Blue Razz Ice,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4441,1749,Dragon Drink,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4442,1749,Lime Grapefruit,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4443,1749,Miami Mint,,,,,32:02.7,32:02.7,Mint,high,Mint
4444,1749,Mango Twist,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4445,1749,Peach,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4446,1749,Pineapple Ice,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4447,1749,Rainbow Sherbet,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4448,1749,Rocket Popsicle,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4449,1749,Strawberry Ice,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4450,1749,Tropical Punch,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4451,1749,Sour Apple Ice,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4452,1749,Watermelon Ice,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4453,1749,Watermelon Sour Peach,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4454,1749,Strawberry Kiwi,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4455,1749,Pina Colada,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4456,1749,Orange Pomegranate Cranberry,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4457,1749,Pear Drop,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4458,1749,Peppermint,,,,,32:02.7,32:02.7,Mint,high,Mint
4459,1749,Grape Jelly,,,,,32:02.7,32:02.7,Other Flavors,high,Other Flavors
4460,1750,Aloe Grape,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4461,1750,Aloe Orange,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4462,1750,Banana Berry,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4463,1750,Blue Sky,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4464,1750,Cola Freeze,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4465,1750,Cotton Candy Freeze,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4466,1750,Cotton Cloud,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4467,1750,Cucumber Berry,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4468,1750,Gummy Teddy,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4469,1750,G Teddy,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4470,1750,Guava Freeze,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4471,1750,Guava Pineapple Orange,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4472,1750,Kiwi Strawberry,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4473,1750,Lychee Berry,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
4474,1750,Lychee Lemon Berry,,,,,32:16.5,32:16.5,Other Flavors,high,Other Flavors
