,Unnamed: 0,title,link,all_text,CBD,TFN,Extract text
10,10,Lost Mary MO20000 Pro Disposable Vape,https://csvape.com/products/lost-mary-mo20000-pro-5-disposable-device,"Lost Mary MO20000 Pro Disposable Vape
['Blue Baja Splash', 'Blue Razz Ice', 'Dragon Drink', 'Lime Grapefruit', 'Miami Mint', 'Mango Twist', 'Peach', 'Pineapple Ice', 'Rainbow Sherbet', 'Rocket Popsicle', 'Strawberry Ice', 'Tropical Punch', 'Sour Apple Ice', 'Watermelon Ice', 'Watermelon Sour Peach', 'Strawberry Kiwi', 'Pina Colada', 'Orange Pomegranate Cranberry', 'Pear Drop', 'Peppermint']
Experience the pinnacle of vaping technology with the Lost Mary MO20000 Pro Disposable Vape. This cutting-edge device boasts an impressive 18mL prefilled capacity with premium nic salts, delivering a satisfying 5% (50mg) nicotine strength. Equipped with dual 0.9ohm mesh coils, it ensures consistent and flavorful vapor production with every puff.
The Lost Mary MO20000 Pro stands out with its sleek design, featuring a mega HD animated screen that provides a dynamic visual experience. This disposable vape is draw-activated and includes an integrated 800mAh rechargeable battery, allowing for up to 20,000 puffs. The adjustable airflow system lets you customize your vaping experience, while the USB Type-C charging ensures quick and efficient power replenishment.
Stay informed with the battery life and e-liquid level indicators, conveniently displayed on the HD screen. Whether you're a seasoned vaper or new to the scene, the Lost Mary MO20000 Pro offers a perfect blend of aesthetics, performance, and functionality.
Indicators:

Battery Life and E-Liquid Level
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
Blue Baja Splash
Blue Razz Ice
Dragon Drink
Lime Grapefruit
Mango Twist
Miami Mint
Orange Pomegranate Cranberry
Peach+
Pear Drop
Peppermint
Pina Colada
Pineapple Ice
Rainbow Sherbet
Rocket Popsicle
Sour Apple Ice
Strawberry Ice
Strawberry Kiwi
Tropical Punch
Watermelon Ice
Watermelon Sour Peach
5% (50mg)",0,0,preminum nic salts
28,28,Lost Mary MO20000 Pro Disposable Vape,https://csvape.com/products/lost-mary-mo20000-pro-5-disposable-device,"Lost Mary MO20000 Pro Disposable Vape
['Blue Baja Splash', 'Blue Razz Ice', 'Dragon Drink', 'Lime Grapefruit', 'Miami Mint', 'Mango Twist', 'Peach', 'Pineapple Ice', 'Rainbow Sherbet', 'Rocket Popsicle', 'Strawberry Ice', 'Tropical Punch', 'Sour Apple Ice', 'Watermelon Ice', 'Watermelon Sour Peach', 'Strawberry Kiwi', 'Pina Colada', 'Orange Pomegranate Cranberry', 'Pear Drop', 'Peppermint']
Experience the pinnacle of vaping technology with the Lost Mary MO20000 Pro Disposable Vape. This cutting-edge device boasts an impressive 18mL prefilled capacity with premium nic salts, delivering a satisfying 5% (50mg) nicotine strength. Equipped with dual 0.9ohm mesh coils, it ensures consistent and flavorful vapor production with every puff.
The Lost Mary MO20000 Pro stands out with its sleek design, featuring a mega HD animated screen that provides a dynamic visual experience. This disposable vape is draw-activated and includes an integrated 800mAh rechargeable battery, allowing for up to 20,000 puffs. The adjustable airflow system lets you customize your vaping experience, while the USB Type-C charging ensures quick and efficient power replenishment.
Stay informed with the battery life and e-liquid level indicators, conveniently displayed on the HD screen. Whether you're a seasoned vaper or new to the scene, the Lost Mary MO20000 Pro offers a perfect blend of aesthetics, performance, and functionality.
Indicators:

Battery Life and E-Liquid Level
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
Blue Baja Splash
Blue Razz Ice
Dragon Drink
Lime Grapefruit
Mango Twist
Miami Mint
Orange Pomegranate Cranberry
Peach+
Pear Drop
Peppermint
Pina Colada
Pineapple Ice
Rainbow Sherbet
Rocket Popsicle
Sour Apple Ice
Strawberry Ice
Strawberry Kiwi
Tropical Punch
Watermelon Ice
Watermelon Sour Peach
5% (50mg)",0,0,premium nic salts
35,35,Lost Mary OS5000 Puff Disposable Device,https://csvape.com/products/lost-mary-os5000-5-disposable-device,"Lost Mary OS5000 Puff Disposable Device
['Acai Berry Storm Ice', 'Berry Crush Ice', 'Black Mint', 'Black Strawnana', 'Blueberry P&B Cloudd', 'Blue Razz Ice', 'Blueberry Ice', 'Cherry Cola', 'Cherry Peach Lemonade', 'Cranberry Soda', 'Forest Mint', 'Grape', 'Peach Ice', 'Kiwi Passion Fruit Guava', 'Lemon Lime Sparkling', 'Light Snoow Peppermint', 'Mad Blue', 'Mary Dream', 'Mexican Mango', 'Oceania Coffee', 'Peach Mango Watermelon', 'Pineapple Mango', 'Raspberry Lemonade', 'Spearmint', 'Strawberry Ice', 'Strawberry Mango', 'Strawberry Pina Colada', 'Strawberry Sundae', 'Triple Berry Duo Ice', 'Watermelon', 'Watermelon Lemon']
Lost Mary OS5000 Disposable device offers up to 5000 puffs, 5% nicotine strength, and is prefilled with 13mL of nicotine salt eliquid.
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
13mL Prefilled eJuice Capacity
Integrated 650mAh Battery
5% Nicotine Salt Formulation
Approximately 5000 Puffs
Draw-Activated Firing Mechanism
Type-C USB Port
Banana Raspberry Ice
Black Lemonade
Blueberry Raspberry Peach
Forest Mint
Light Snoow Peppermint
Strawberry Watermelon
Juicy Peach
Pineapple Mango
Strawberry Mango
Blueberry Ice
Blue Razz Ice
Cranberry Soda
Kiwi Passion Fruit Guava
Strawberry Ice
Strawberry Pina Colada
Strawberry Sundae
Strawberry Lemonade
Sakura Berry Peach Ice
Watermelon
Blueberry P and B Cloud
Grape
Clear
Watermelon ICE
Blue Trio
Mad Blue
Banana Duo Ice
Cherry Banana Duo Ice
Lemon Mint
Pineapple Duo Ice
Triple Berry Duo Ice
Peach Ice",0,0,nicotine salt eliquid.
36,36,Flum Float 3000 Puff Disposable Device,https://csvape.com/products/flum-float-3000-puff-disposable-vape,"Flum Float 3000 Puff Disposable Device
['Aloe Grape', 'Aloe Mango Melon Ice', 'Aloe Pineapple Ice', 'American Tobacco', 'Apple Icy', 'Blue Raspberry Ice', 'Breeze', 'Clear', 'Cool Mint', 'Cotton Candy', ""De'Lo Lychee"", 'Fruity Hawaii', 'Guava Citrus', 'Gummy Drop', 'Icy Berry Lemon', 'Lichi Rosy', 'Lime Romance', 'Lush Ice', 'Melon Ice Cream', 'Menthol', 'Mixed Berries', 'Nana Cobler', 'Peach Gelato', 'Peach Ice', 'Pina Polo', 'Rainbow Skittle', 'Red Apple', 'Red Bang', 'Rum Freeze', 'Strawberry Banana', 'Strawberry Ice Cream', 'Strawberry Mango', 'Strawberry Watermelon', 'StrawMelon', 'Summer StrawKiwi', 'Tobacco', 'Tropical Delight']
Introducing the Flum Float Disposable Vape, a sleek and convenient vaping solution crafted to deliver approximately 3000 puffs of pure satisfaction. Made with 5% salt nicotine e-juice, this disposable vape boasts a cylindrical design and utilizes a draw-activation firing mechanism for effortless vaping.
5% nicotine
Made with salt nicotine
Pre-filled and pre-charged for immediate use
Utilizes a draw-activation firing mechanism for quick and easy vaping
Discover a wide selection of delicious flavors from Flum Vapor and find your perfect match. Elevate your vaping experience with Flum Float and indulge in flavor-packed clouds wherever you go.
• American Tobacco
• Aloe Grape
• Aloe Mango Melon Ice
• Aloe Pineapple ICE
• Apple Icy
• Blue Raspberry ICE
• Breeze
• Clear
• Cool Mint
• Cotton Candy
• De'lo Lychee
• Fruity Hawaii
• Guava Citrus
• Gummy Drop
• Lichi Rosy
• Lime Romance
• Lush ICE
• Melon Ice Cream
• Mixed Berries
• Nana Cobbler
• Peach ICE
• Pina Polo
• Rainbow Skittle
• Red Apple
• Red Bang
• Rums Freeze
• Strawberry Banana
• Strawberry Ice Cream
• Strawberry Mango
• Summer Strawkiwi
• Strawberry Watermelon
• Tropical Delight",0,0,salt nicotine
37,37,The Puff Brands Hotbox 7500 Puff Disposable Device,https://csvape.com/products/the-puff-brands-hotbox-7500-disposable,"The Puff Brands Hotbox 7500 Puff Disposable Device
['Aloe Grape', 'Black Ice', 'Blue Razz Cherry Lime', 'Blue Slushee Ice', 'Clear', 'Crisp Menthol', 'Fuji Apple Strawberry Nectarine', 'Gummy', 'Ice Cream Cake', 'Lush Ice', 'Peach Mango Pineapple', 'Strawberry Apple Ice', 'Strawberry Apple Watermelon', 'Strawberry Rainbow Snowcone', 'Strawberry Pineapple Coconut', 'Strawberry Watermelon Bubblegum', 'Strawberry Watermelon Ice', 'Tobacco', 'Tropical Slushee', 'Watermelon Slushee', 'White Gummy Ice', 'White Peach Razz']
The Hotbox Disposable Vape is a 7500 puff disposable vape featuring a mesh coil system and paired with 5% synthetic nicotine. This all new propriety mesh coil design allows for the purest and strongest flavor production out of any other disposable currently on the market. The Hotbox is a compact, lightweight, and portable system that allows users to puff away without having to worry about anything. Pre-filled with 16.0mL of Synthetic Nicotine and available in multiple flavor profiles, this is the perfect on-the-go device. Each Hotbox Disposable has an integrated 700mAh rechargeable battery and lasts for up to 7500 puffs.
Hotbox Disposable Vape 7500 Puffs

1-Qty Hotbox Lanyard
1-Qty Hotbox Type C USB Charging Cable
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
Disposable Pod Device
Integrated 700mAh Rechargeable Battery
USB Type C Port Rapid Charging - USB Type C cable included with every Hotbox
Lanyard Hook for easy carrying - Lanyard included with every Hotbox
All New Mesh Coil – Intense Flavor Production
7500 puffs per Device
Pre-Filled with 16mL of Synthetic Nicotine Salt E-Liquid
Salt Nicotine: 5%
Pre-Charged – Simply Puff on the Device to Activate
Compact, Lightweight, and Portable
Aloe Grape
Black Ice
Blue Slushee Ice
Clear
Crisp Menthol
Gummy
Lush Ice
Strawberry Apple Ice
Strawberry Rainbow Snow Cone
Strawberry Watemelon Ice
Tropical Slushee
White Peach Razz
Ice Cream Cake
Tobacco
White Gummy Ice
Strawberry Watermelon Bubblegum
Watermelon Slushee",0,1, synthetic nicotine
44,44,Juice Head 3000 Puff Disposable Device,https://csvape.com/products/juice-head-5-disposable-device,"Juice Head 3000 Puff Disposable Device
['Blueberry Lemon', 'Double Apple', 'Peach Pear', 'Peach Pineapple', 'Mango Strawberry', 'Raspberry Lemonade', 'Strawberry Kiwi', 'Watermelon Lime', 'Watermelon Strawberry']
Juice Head, 5% Disposable Device has an 8ml juice capacity synthetic nicotine and approximately 3000 puffs with a variety of flavors to choose from.",0,1,synthetic nicotine 
48,48,"Pod Juice, Pod FLO 3500 5.5% TF Disposable Device",https://csvape.com/products/pod-juice-pod-flo-3500-5-5-tf-disposable-device,"Pod Juice, Pod FLO 3500 5.5% TF Disposable Device
['Blueberry Muffin', 'Berry Cotton Carnival', 'Frozen Cola', 'Frozen Lush', 'Frozen Mango Strawberry', 'Frozen Tropical Peach', 'Marshmallow', 'Strawberry Apple Watermelon', 'Watermelon Chew', 'Cookies&Cream']
Pod Juice, Pod FLO 3500 5.5% TF Disposable Device has a 10ml juice capacity and 3500 puff count with a 600mah battery, and comes in a variety of delightful flavors!",0,1,TF
58,58,The Puff Brands Hotbox 7500 Puff Disposable Device,https://csvape.com/products/the-puff-brands-hotbox-7500-disposable,"The Puff Brands Hotbox 7500 Puff Disposable Device
['Aloe Grape', 'Black Ice', 'Blue Razz Cherry Lime', 'Blue Slushee Ice', 'Clear', 'Crisp Menthol', 'Fuji Apple Strawberry Nectarine', 'Gummy', 'Ice Cream Cake', 'Lush Ice', 'Peach Mango Pineapple', 'Strawberry Apple Ice', 'Strawberry Apple Watermelon', 'Strawberry Rainbow Snowcone', 'Strawberry Pineapple Coconut', 'Strawberry Watermelon Bubblegum', 'Strawberry Watermelon Ice', 'Tobacco', 'Tropical Slushee', 'Watermelon Slushee', 'White Gummy Ice', 'White Peach Razz']
The Hotbox Disposable Vape is a 7500 puff disposable vape featuring a mesh coil system and paired with 5% synthetic nicotine. This all new propriety mesh coil design allows for the purest and strongest flavor production out of any other disposable currently on the market. The Hotbox is a compact, lightweight, and portable system that allows users to puff away without having to worry about anything. Pre-filled with 16.0mL of Synthetic Nicotine and available in multiple flavor profiles, this is the perfect on-the-go device. Each Hotbox Disposable has an integrated 700mAh rechargeable battery and lasts for up to 7500 puffs.
Hotbox Disposable Vape 7500 Puffs

1-Qty Hotbox Lanyard
1-Qty Hotbox Type C USB Charging Cable
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
Disposable Pod Device
Integrated 700mAh Rechargeable Battery
USB Type C Port Rapid Charging - USB Type C cable included with every Hotbox
Lanyard Hook for easy carrying - Lanyard included with every Hotbox
All New Mesh Coil – Intense Flavor Production
7500 puffs per Device
Pre-Filled with 16mL of Synthetic Nicotine Salt E-Liquid
Salt Nicotine: 5%
Pre-Charged – Simply Puff on the Device to Activate
Compact, Lightweight, and Portable
Aloe Grape
Black Ice
Blue Slushee Ice
Clear
Crisp Menthol
Gummy
Lush Ice
Strawberry Apple Ice
Strawberry Rainbow Snow Cone
Strawberry Watemelon Ice
Tropical Slushee
White Peach Razz
Ice Cream Cake
Tobacco
White Gummy Ice
Strawberry Watermelon Bubblegum
Watermelon Slushee",0,1,synthetic nicotine 
59,59,"MY SHISHA 3MG FREEBASE 10,000 PUFFS DISPOSABLE VAPE",https://csvape.com/products/my-shisha-10000-puffs-disposable-vape-freebase,"MY SHISHA 3MG FREEBASE 10,000 PUFFS DISPOSABLE VAPE
['Black Ice', 'Blueberry Mist', 'Berry Bomb', 'Bubblegum', 'Blueberry Kiwi', 'Cherry Blueberry', 'Cherry Cola', 'Double Apple', 'Cherry Candy', 'Grape Aloe', 'Lemon Mint', 'Strawberry Smooth', 'Ice Tea Peach', 'Watermelon Ice', 'Cuba Cream']
Experience the ultimate convenience with My Shisha – the perfect solution for those pressed for time or seeking a refreshing alternative to traditional shisha. Say goodbye to the hassle of charging and the monotony of your regular vape – My Shisha offers a hassle-free experience that saves you time and effort, all while delivering your favorite flavors in perfect balance.
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
Vegetable Glycerin, Propylene Glycol, Freebase Nicotine, Natural & Artificial Flavors
Provides up to 10,000 Puffs
Available in 3mg freebase nicotine strength
Ergonomic and premium build for comfortable vaping
Includes a mouthpiece silicone cover for dust protection
Offers a selection of 13 delicious flavors to suit every palate",0,0,freebase nicotine
70,70,Lost Mary MO20000 Pro Disposable Vape,https://csvape.com/products/lost-mary-mo20000-pro-5-disposable-device,"Lost Mary MO20000 Pro Disposable Vape
['Blue Baja Splash', 'Blue Razz Ice', 'Dragon Drink', 'Lime Grapefruit', 'Miami Mint', 'Mango Twist', 'Peach', 'Pineapple Ice', 'Rainbow Sherbet', 'Rocket Popsicle', 'Strawberry Ice', 'Tropical Punch', 'Sour Apple Ice', 'Watermelon Ice', 'Watermelon Sour Peach', 'Strawberry Kiwi', 'Pina Colada', 'Orange Pomegranate Cranberry', 'Pear Drop', 'Peppermint']
Experience the pinnacle of vaping technology with the Lost Mary MO20000 Pro Disposable Vape. This cutting-edge device boasts an impressive 18mL prefilled capacity with premium nic salts, delivering a satisfying 5% (50mg) nicotine strength. Equipped with dual 0.9ohm mesh coils, it ensures consistent and flavorful vapor production with every puff.
The Lost Mary MO20000 Pro stands out with its sleek design, featuring a mega HD animated screen that provides a dynamic visual experience. This disposable vape is draw-activated and includes an integrated 800mAh rechargeable battery, allowing for up to 20,000 puffs. The adjustable airflow system lets you customize your vaping experience, while the USB Type-C charging ensures quick and efficient power replenishment.
Stay informed with the battery life and e-liquid level indicators, conveniently displayed on the HD screen. Whether you're a seasoned vaper or new to the scene, the Lost Mary MO20000 Pro offers a perfect blend of aesthetics, performance, and functionality.
Indicators:

Battery Life and E-Liquid Level
This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.
Blue Baja Splash
Blue Razz Ice
Dragon Drink
Lime Grapefruit
Mango Twist
Miami Mint
Orange Pomegranate Cranberry
Peach+
Pear Drop
Peppermint
Pina Colada
Pineapple Ice
Rainbow Sherbet
Rocket Popsicle
Sour Apple Ice
Strawberry Ice
Strawberry Kiwi
Tropical Punch
Watermelon Ice
Watermelon Sour Peach
5% (50mg)",0,1,premium nic salts
72,72,Pod Pocket 7500 Puff Disposable Device,https://csvape.com/products/pod-pocket-7500-puff-disposable-device,"Pod Pocket 7500 Puff Disposable Device
['Berry Watermelon Ice', 'Blue Razz Cotton Clouds', 'Fruity Bears', 'Jewel Mint Ice', 'Rainbow Freeze', 'Straw Watermelon', 'Strawberry Mango', 'Strawberry Roll Up']
The Pod Pocket 7500 Puff Disposable Device by Pod Juice is designed with convenience in mind, featuring automatic-draw activation, a 650mAh integrated rechargeable battery, and a Type C charging port. The Pod Pocket has 14mL capacity and 50mg tobacco-free salt nicotine that delivers up to 7,500 smooth puffs, while the mesh coil heating element ensures an even, consistent hit every time.
.",0,1,tobacco-free salt nicotine
78,78,"Pod Juice, Pod 5500 5.5% TF Disposable Device",https://csvape.com/products/pod-juice-pod-5500-5-5-tf-disposable-device,"Pod Juice, Pod 5500 5.5% TF Disposable Device
['Marshmallow', 'Aloe Grape', 'Blue Razz Lemonade', 'Cookies&Cream', 'Energy', 'Glacier Fuji Apple', 'Mighty Mint Sapphire', 'Plum Berry Freeze', 'Strawberry Kiwi', 'Strawberry Snow Cone', 'Watermelon Soft Chew']
Pod Juice, Pod 5500 5.5% TF Disposable Device has a 12ml juice capacity and 5500 puff count with a 600mah battery, and comes in a variety of delightful flavors!",0,1,5.5% TF
92,92,Reds E-juice 100mL Zero Nicotine,https://csvape.com/products/reds-e-juice-100ml-zero-nicotine,"Reds E-juice 100mL Zero Nicotine
['Apple Ice', 'Apple', 'Berries Ice', 'Berries', 'Grape Ice', 'Grape', 'Mango Ice', 'Mango', 'Strawberry Ice', 'Strawberry', 'Watermelon Ice', 'Watermelon', 'Gold Kiwi', 'Gold Kiwi Ice', 'Peach', 'Peach Ice']
Savor the familiar taste of freshly picked apples in every inhale, available in a variety of fruity blends. Immerse yourself in the pure essence of crisp apple, meticulously crafted to deliver an authentic vaping experience without the nicotine. ZERO NICOTINE",0,0,Zero Nicotine
113,113,7 Daze Salt Apple Watermelon,https://csvape.com/products/reds-watermelon-salt-e-liquid,"7 Daze Salt Apple Watermelon
['30mg (3.0%)', '50mg', '30ml']
Reds Salt has mastered the mixtures when it comes to blending fruits that completely compliment each other. Watermelon Apple has been mastered and developed specifically to deliver immaculate flavor in any pod system you plan to use. Delicious apple on the inhale, and wonderful watermelon on the exhale. Packaged in a 30ml chubby gorilla bottle and available in both 3% (30mg) and a higher 5% (50mg). Grab a bottle for yourself today and enjoy what Reds Salt can do for you! Salt Nicotine ejuices are to be used in pod systems only!",0,0,Salt Nicotine ejuices
118,118,7 Daze Salt Apple Watermelon Iced,https://csvape.com/products/reds-watermelon-iced-salt-e-liquid,"7 Daze Salt Apple Watermelon Iced
['30mg (3.0%)', '50mg', '30ml']
Reds Salt has introduced one of their best watermelon blends on the market. Their Watermelon Apple Ice brings you the same greatness as the original, however this version chills your taste buds with a mixture of koolada. Not too sweet or overpowering, first choice for an all-day vape! Packaged in a 30ml chubby gorilla bottle, and available in both 3% (30mg) and a stronger 5% (50mg). If you've been having trouble finding the right fruit salt nicotine ejuice, this is the one for you! Enjoy a bottle today! Salt Nicotine ejuices are to be used in pod systems only!",0,0,salt nicotine ejuice
120,120,7 Daze Salt Apple Berries,https://csvape.com/products/reds-berries-salt-e-liquid,"7 Daze Salt Apple Berries
['30mg (3.0%)', '50mg', '30ml']
Reds Salt has released their newest addition to the team of reds flavors. This gives a juicy blend of blueberries, raspberries, and red apple topped off with fresh pomegranate! A very unique flavor for vapers who enjoy exploring new interesting flavors! Packaged in a 30ml chubby gorilla bottle and available in both 3% (30mg) and a stronger 5% (50mg). Try out Berries Apple for your new pod system today and enjoy what Reds Salt has been up to with their incredible flavors! Salt Nicotine ejuices are to be used in pod systems only!",0,0,Salt Nicotine ejuices
121,121,7 Daze Salt Apple Guava Iced,https://csvape.com/products/reds-apple-guava-iced-salt-e-liquid,"7 Daze Salt Apple Guava Iced
['30mg (3.0%)', '50mg', '30ml']
Reds Ejuice has introduces a new flavor to their incredible REDS collection. Reds Guava is a new twist to the mixture, fusing juicy and sweet guava to top it off! A very unique flavor for vapers who enjoy exploring new interesting flavors! Packaged in a 30ml chubby gorilla bottle and available in both 3% (30mg) and a stronger 5% (50mg). Try out Berries Apple for your new pod system today and enjoy what Reds Salt has been up to with their incredible flavors! Salt Nicotine ejuices are to be used in pod systems only!",0,0,Salt Nicotine ejuices
128,128,7 Daze Salt Apple Mango,https://csvape.com/products/reds-mango-salt-e-liquid,"7 Daze Salt Apple Mango
['30mg (3.0%)', '50mg', '30ml']
Reds Mango Salt E-Liquid by 7 Daze is a delectable blend of silky sweet mango on the inhale and bursting with your favorite apple ejuice notes on the exhale. Try out a bottle of
Reds
Mango Salt E-Liquid today!",0,0,Salt E-Liquid
132,132,7 Daze Salt Apple Grape,https://csvape.com/products/reds-grape-salt-e-liquid,"7 Daze Salt Apple Grape
['30mg (3.0%)', '50mg', '30ml']
Reds Salt includes their new red apple grape to the mixture of their selection. Allowing users to experience not only a juicy apple, but a fine purple grape as well! Blending a mouth-watering mixture to give the best of both worlds. If youâ€™re looking for an incredible grape flavor with just a hint of sweetness from apple juice, this is the one for you! Packaged in a 30ml chubby gorilla bottle and available in both 3% (30mg), or 5% (50mg). Grab a new bottle for your pod system today and grasp the flavor of an all-day vape! Salt Nicotine ejuices are to be used in pod systems only!",0,0,Salt Nicotine ejuices
200,200,Beard Salts No. 71,https://csvape.com/products/beard-salts-no-71,"Beard Salts No. 71
['30mg (3.0%)', '50mg', '30ml']
Beard Vape Co introduces their new sour sweet peach gummy candy to the brotherhood of their flavors! No. 71 is a flavor that is favored by many and vaped by plenty! Giving that nostalgic taste of peach gummy rings all in one bottle. If you're in search of a delicious all day vape peach flavor, your pod system needs this ejuice! This ejuice is packed in a 30ml chubby gorilla bottle and is available in 30mg (3%) and 50mg (5%). Excellent for those who crave gummy candy flavors that aren't too sweet! Pick yourself up a bottle today!
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",0,0,Salt nicotine ejuices 
201,201,Beard Salts No. 42,https://csvape.com/products/beard-salts-no-42,"Beard Salts No. 42
['30mg (3.0%)', '50mg (5%)', '30ml']
Beard Vape Co has added yet another incredible flavor to their arsenal of wonderful ejuices. No. 42 is an incredible blended fruit cup with the a very light cooling hit on the undertone. This is the perfect ejuice flavor for the folks who absolutely crave fruit flavors mixtures for their own all-day vape. This ejuice is packed in a 30ml chubby gorilla bottle and is available in 30mg (3%) and 50mg (5%). Add one of these to your cart and allow your taste buds to explore! %).
We recommend using this ejuice for pod systems only. Salt nicotine ejuices  are NOT for sub-ohm use.",0,0,Salt nicotine ejuices 
203,203,Beard Salts No. 05,https://csvape.com/products/beard-salts-no-05,"Beard Salts No. 05
['30mg (3.0%)', '50mg', '30ml']
Beard Vape Co. presents to you their No. 05. This brings the best of both worlds together with a freshly baked cheesecake, along with a nice spread of strawberry bits. If it's been difficult to find a great fruit dessert flavor, No. 05 is the one for you! The masterminds at Beard Vape Co. don't miss a beat when it comes to the creation of an excellent flavor! This ejuice is packed in a 30ml chubby gorilla bottle and is available in 30mg (3%) and 50mg (5%).
We recommend using this ejuice for pod systems only. Salt nicotine ejuices are NOT for sub-ohm use.",0,0,Salt nicotine ejuices 
206,206,The Salty One Strawberry,https://csvape.com/products/the-salty-one-strawberry,"The Salty One Strawberry
['30mg (3%)', '50mg (5%)', '30ml']
The Salty One Strawberry by Beard Vape Co is a unique breakfast-flavored vape juice. It combines a strawberry donut with fruity cereal and creamy milk for a savory flavor combination that is sure to tantalize your taste buds. With its delightful sweetness and deep, complex flavor notes, this juice provides a unique vaping experience.
Salt nicotine ejuices are for pod systems ONLY and should not be used in sub-ohm applications.",0,0,Salt nicotine ejuices 
209,209,Beard Vape Co. The One Strawberry,https://csvape.com/products/beard-vape-co-the-one,"Beard Vape Co. The One Strawberry
['0mg', '6mg', '100ml']
Beard Vape Co has done it again with an amazing flavor to put onto their team! The One is a multi-flavors ejuice that is created specifically to target a very large crowd. It fuses just the right amount of strawberry glaze donut and creamy strawberry milk to finish! Not a lot of donut flavors are able to maintain their flavor star to finish like The One! With its 70/30 VG and PG ratio, itâ€™s a definite double whammy when it comes to targeting flavor amplification and vapor production. Pick up a bottle for yourself and treat your tank!",0,0,assume nicotine
210,210,Beard Vape Co. The One Lemon,https://csvape.com/products/beard-vape-co-the-one-lemon,"Beard Vape Co. The One Lemon
['0mg', '3mg', '6mg', '100ml']
Beard shows their mixology talent with their new Lemon for all to enjoy! If you are in search of a pasty type flavor with a hint of lemon, but also surprises your taste buds with buttery crumble cheesecake bits, this is your new all-day vape! With the oven baked lemon crumble cheesecake on the inhale, and the creamy powdered sugar on the exhale, itâ€™s a sure first pick for many! This ejuice is packaged in a 100ml chubby gorilla bottle and has nicotine level options of 0mg, 3mg, 6mg. With a 70/30 ratio on VG and PG, this flavor amplifies flavor and maintains great vapor production.",0,0,assume nicotine
215,215,Beard 120ml 0mg,https://csvape.com/products/beard-120ml-0mg,"Beard 120ml 0mg
['Beard Vape Co NO. 00', 'Beard Vape Co NO. 05', 'Beard Vape Co NO. 32', 'Beard Vape Co NO. 42', 'Beard Vape Co NO. 71']
Beard 120ml 0mg:
Beard Vape Co NO. 00 is a combination of robust tobacco and sweet cappuccino.
Beard Vape Co NO. 05 is a rich cheesecake covered in strawberries.
Beard Vape Co, NO. 32 is a classic funnel cake dusted with cinnamon and sugar.
Beard Vape Co NO. 42 is an incredible fruit blended cup with the lightest of light cool hit on the undertone.
Beard Vape Co NO. 71 is a sweet and sour peach gummy candy.",0,0,assume nicotine
266,266,Juice Head Cake Batter,https://csvape.com/products/juice-head-cake-batter,"Juice Head Cake Batter
['3mg', '6mg', '100ml']
Cake Batter by Juice head is a sweet cake batter mixed with a dollop of whipped cream.",0,0,assume nicotine
271,271,VGOD Lushice SaltNic E-Liquid,https://csvape.com/products/vgod-lushice-saltnic-e-liquid,"VGOD Lushice SaltNic E-Liquid
['25mg (2.5%)', '50mg', '30ml']
If you’re a fan of Luscious, and looking for a cool breeze of menthol mixed with it, SaltNic’s LushIce is exactly that. Allowing for a refreshing chilled inhale while still delivering the most delicious watermelon flavor to dazzle your taste buds.
Nicotine salt based
, designed for low wattage pod systems only. Available in both 25mg and 50mg to deliver wonderful flavor and a nice throat hit for those who chase that kick! LushIce is mixed perfectly to become anyone’s all-day vape in their favorite
pod system
. Treat your taste buds to the greatness of Lushice and enjoy yourself!",0,0,Nicotine salt based
273,273,VGOD Luscious SaltNic E-Liquid,https://csvape.com/products/vgod-luscious-saltnic-e-liquid,"VGOD Luscious SaltNic E-Liquid
['25mg (2.5%)', '50mg', '30ml']
SaltNic’s Luscious brings something to the vape world most have never tasted! Luscious is now available in a
nicotine salt base
for your pod systems! Perfect for adding to your collection, Luscious wastes no time with having the most excellent balance of watermelon with undertones of mixed melons. Available in both 25mg and 50mg, this is designed specifically for low wattage pod system devices. If you’re looking toward a succulent fruit flavor, but also want a nice throat kick and nicotine transfer, SaltNic’s Luscious is a first choice! Enjoy a bottle for yourself!",0,0,SaltNic E-Liquid
274,274,VGOD Iced Purple Bomb SaltNic,https://csvape.com/products/vgod-iced-purple-bomb-saltnic,"VGOD Iced Purple Bomb SaltNic
['25mg (2.5%)', '50mg', '30ml']
VGOD Iced Purple Bomb SaltNic is a delightful combination of juicy Concord grapes further sweetened with a sugary grape candy chilled to the core with menthol. What a mouth watering addition to the Vgod Bomb line!Â
VGOD Iced Purple Bomb SaltNic is available in 25mg and 50mg.",0,0, SaltNic
