title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
LUSH MELON ICE - ELF VPR3000 SALTS - 30ML,ELF,LUSH MELON ICE - ELF VPR3000 SALTS - 30ML,$11.99,"Shop Lush Melon Ice by ELF VPR3000 Salts, capturing the delicious flavor of summertime watermelons sliced and served over ice in nicotine salt format.
LUSH MELON ICE - ELF VPR3000 SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 30mg
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/lush-melon-ice-elf-vpr3000-salts
PEPPERMINT CANDY - ELF VPR120 - 120ML,ELF,PEPPERMINT CANDY - ELF VPR120 - 120ML,$14.99,"Discover Peppermint Candy by ELF VPR120, blessing the taste buds with vibrant notes of peppermint made into a sweet tasty candy or after dinner mint.
PEPPERMINT CANDY - ELF VPR120 - 120ML FEATURES:
• BOTTLE CAPACITY: 120mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase
• MADE IN: USA
INCLUDES:
• 1 120mL Unicorn Bottle
AVAILABLE OPTIONS:
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",120mL Unicorn Bottle,70%,30%,Freebase,USA,https://www.elementvape.com/peppermint-candy-elf-vpr120
MINT ICE - ELF VPR120 - 120ML,ELF,MINT ICE - ELF VPR120 - 120ML,$14.99,"Check out Mint Ice by ELF VPR120, captivating the taste buds with a blast of invigorating mint enhanced with a gust of refreshing menthol to chill the tongue.
MINT ICE - ELF VPR120 - 120ML FEATURES:
• BOTTLE CAPACITY: 120mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase
• MADE IN: USA
INCLUDES:
• 1 120mL Unicorn Bottle
AVAILABLE OPTIONS:
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",120mL Unicorn Bottle,70%,30%,Freebase,USA,https://www.elementvape.com/mint-ice-elf-vpr120
FREEZE PASSIONFRUIT ORANGE GUAVA - JUICE HEAD - 100ML,JUICE HEAD,FREEZE PASSIONFRUIT ORANGE GUAVA - JUICE HEAD - 100ML,$13.99,"Check out FREEZE Passionfruit Orange Guava by Juice Head, frigidly blessing the taste buds with an amalgamation of menthol, passionfruit, orange, and tangy guavas.
FREEZE PASSIONFRUIT ORANGE GUAVA - JUICE HEAD - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL Unicorn Bottle,70%,30%,Freebase,USA,https://www.elementvape.com/freeze-passionfruit-orange-guava-juice-head
BLU MENTHOL DISPOSABLE PODS,FIND BRAND,BLU MENTHOL DISPOSABLE PODS,$8.99,"Discover the Blu Menthol Disposable Pods, featuring 1.5mL of nicotine salt formulation for a refreshing experience, conveniently packaged in a pack of two. Each pod is made with durable PCTG material and pre-filled with 24mg of smooth menthol-flavored nicotine salts, delivering a satisfying and cooling throat hit. Designed for effortless use, these disposable pods are compatible exclusively with the Blu Device Kit, making them an ideal choice for those seeking a straightforward and invigorating menthol vape on the go.
BLU MENTHOL DISPOSABLE PODS FEATURES:
• SUBCATEGORY: Disposable Pods
• POD CAPACITY: 1.5mL
• POD MATERIAL: PCTG
• FORMULATION: Nicotine Salts
• COMPATIBILITY: Blu Device Kit
• Comes in Pack of 2
INCLUDES:
• 2 Blu Menthol Liquipods
AVAILABLE OPTIONS:
• 24mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,Nicotine Salts,,https://www.elementvape.com/blu-menthol-disposable-pods
STRAWBERRY WATERMELON PEACH MENTHOL - INNEVAPE SALTS - 30ML,INNEVAPE,STRAWBERRY WATERMELON PEACH MENTHOL - INNEVAPE SALTS - 30ML,$10.99,"Savor the refreshing fusion of ripe strawberries, juicy watermelon, and succulent peaches, all enhanced by a crisp menthol finish in the Innevape Salts Strawberry Watermelon Peach Menthol 30mL. This expertly crafted nicotine salt e-liquid delivers a perfectly balanced 50/50 VG/PG ratio, ensuring smooth vapor production and rich flavor in every puff. Housed in a convenient 30mL unicorn bottle, it’s easy to carry and refill, making it a perfect choice for vapers on the go. Available in nicotine strengths of 24mg and 50mg, this formulation offers a satisfying throat hit and a delightful burst of fruity, icy goodness that will leave you craving more. Whether you're seeking a refreshing all-day vape or a special treat, this blend is sure to impress.
STRAWBERRY WATERMELON PEACH MENTHOL - INNEVAPE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
INCLUDES:
• 1 Strawberry Watermelon Peach Menthol - Innevape Salts - 30mL
AVAILABLE OPTIONS:
• 24mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL Unicorn Bottle,50%,50%,Nicotine Salts,,https://www.elementvape.com/strawberry-watermelon-peach-menthol-innevape-salts
SPEARMINT - POD MONSTER SALTS - 60ML,FIND BRAND,SPEARMINT - POD MONSTER SALTS - 60ML,$11.99,"Shop Spearmint by Pod Monster Salts, capturing the stark but refined flavor of brisk spearmint to tantalize the tastebuds with bright minty flavor.
SPEARMINT - POD MONSTER SALTS - 60ML FEATURES:
• BOTTLE CAPACITY: 60mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 60mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 20mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",60mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/spearmint-pod-monster-salts
PINEAPPLE ICE - POD MONSTER SALTS - 60ML,FIND BRAND,PINEAPPLE ICE - POD MONSTER SALTS - 60ML,$11.99,"Check out Pineapple Ice by Pod Monster Salts, featuring a nicotine salt base of tangy pineapple enhanced with a splash of refreshing menthol to uplift the senses.
PINEAPPLE ICE - POD MONSTER SALTS - 60ML FEATURES:
• BOTTLE CAPACITY: 60mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 60mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 20mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",60mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/pineapple-ice-pod-monster-salts
STRAWBERRY WATERMELON PEACH ICE - INNEVAPE - 100ML,INNEVAPE,STRAWBERRY WATERMELON PEACH ICE - INNEVAPE - 100ML,$14.99,"Shop Strawberry Watermelon Peach Ice by Innevape, featuring vine-ripened strawberries, summertime watermelons, and juicy peaches treated with icy menthol.
STRAWBERRY WATERMELON PEACH ICE - INNEVAPE - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/strawberry-watermelon-peach-ice-innevape
JOOL MINT - BAR JUICE - 100ML,FIND BRAND,JOOL MINT - BAR JUICE - 100ML,$13.99,"Refresh with the Jool Mint - Bar Juice, featuring a cool and crisp mint flavor in a balanced 100mL nicotine salt formulation. This e-liquid delivers a revitalizing mint experience, perfect for those who enjoy a clean and invigorating taste with their nicotine. Packaged in a convenient unicorn bottle, it boasts a 70% VG and 30% PG ratio, ensuring smooth vapor production and excellent flavor delivery. Made in the USA and available in 3mg and 6mg nicotine strengths, this nicotine salt formulation offers a satisfying and customizable vape for any preference.
JOOL MINT - BAR JUICE - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Jool Mint - Bar Juice - 100mL
AVAILABLE OPTIONS:
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL Unicorn Bottle,70%,30%,Nicotine Salts,USA,https://www.elementvape.com/jool-mint-bar-juice
WINTERGREEN - BAR JUICE - 100ML,FIND BRAND,WINTERGREEN - BAR JUICE - 100ML,$14.99,"Experience the Wintergreen - Bar Juice, featuring a crisp and invigorating wintergreen flavor in a balanced 100mL nicotine salt formulation. This e-liquid delivers a refreshing burst of cool wintergreen, providing a clean and revitalizing vape experience. Packaged in a convenient unicorn bottle, it boasts a 70% VG and 30% PG ratio, ensuring smooth vapor production and excellent flavor delivery. Made in the USA and available in 3mg and 6mg nicotine strengths, this nicotine salt formulation offers a satisfying and customizable vape for any preference.
WINTERGREEN - BAR JUICE - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Wintergreen - Bar Juice - 100mL
AVAILABLE OPTIONS:
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL Unicorn Bottle,70%,30%,Nicotine Salts,USA,https://www.elementvape.com/wintergreen-bar-juice
WINTERGREEN - BAR JUICE SALTS - 30ML,FIND BRAND,WINTERGREEN - BAR JUICE SALTS - 30ML,$10.99,"Savor the Cherry Lemon - Bar Juice Salts, featuring a tangy and sweet blend of cherry and lemon in a balanced 30mL nicotine salt formulation. This delightful e-liquid offers a perfect combination of juicy cherries and zesty lemons, creating a refreshing and invigorating vape experience. Packaged in a convenient unicorn bottle, it boasts a 50% VG and 50% PG ratio, ensuring smooth vapor production and excellent flavor delivery. Made in the USA and available in 25mg and 50mg nicotine strengths, this nicotine salt formulation provides a satisfying and customizable vape for any preference.
CHERRY LEMON - BAR JUICE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Cherry Lemon - Bar Juice Salts - 30mL
AVAILABLE OPTIONS:
• 25mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/wintergreen-bar-juice-salts
ICED STRAWBERRY APPLE MIX - VGOD SALTS - 30ML,VGOD,ICED STRAWBERRY APPLE MIX - VGOD SALTS - 30ML,$10.99,"Explore the ICED Strawberry Apple Mix by VGOD Salts, offering a refreshing blend of sweet strawberries and crisp apples with a cool icy finish. This e-liquid delivers a perfect balance of juicy, ripe strawberry flavor paired with the tartness of freshly picked apples, all wrapped in a chilling menthol undertone. The harmonious mix of fruitiness and coolness creates an invigorating vaping experience, perfect for those seeking a fruity yet refreshing taste.
ICED STRAWBERRY APPLE MIX - VGOD SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 ICED Strawberry Apple Mix - VGOD Salts - 30mL
AVAILABLE OPTIONS:
• 25mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/iced-strawberry-apple-mix-vgod-salts
WATERMELON ICE - URBAN TALE X LOST MARY SALTS - 30ML,LOST MARY,WATERMELON ICE - URBAN TALE X LOST MARY SALTS - 30ML,$10.99,"Enjoy the Watermelon Ice - Urban Tale Salts by Lost Mary, combining juicy watermelon with a refreshing icy finish in a smooth 30mL bottle. This premium nicotine salt e-liquid offers a delightful blend of sweet, ripe watermelon balanced with a cool menthol touch, creating a refreshing and satisfying vape. Ideal for use with low-wattage pod systems, Watermelon Ice provides a smooth throat hit and consistent flavor with every puff. Crafted with high-quality ingredients, this e-liquid ensures a pleasurable and invigorating vaping experience. Experience the expertly formulated Watermelon Ice from Lost Mary for a burst of fruity and frosty delight.
WATERMELON ICE - URBAN TALE X LOST MARY SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salt Formulation
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. "" ",30mL Unicorn Bottle,50%,50%,Nicotine Salt Formulation,USA,https://www.elementvape.com/watermelon-ice-urban-tale-salts
TROPIC MANGO ICE - URBAN TALE X LOST MARY SALTS - 30ML,LOST MARY,TROPIC MANGO ICE - URBAN TALE X LOST MARY SALTS - 30ML,$10.99,"Immerse yourself in the Tropic Mango Ice - Urban Tale Salts by Lost Mary, blending succulent mangoes with a refreshing icy finish in a smooth 30mL bottle. This premium nicotine salt e-liquid delivers the luscious and tropical taste of ripe mangoes perfectly balanced with a cool menthol twist, creating a refreshing and exotic vaping experience. Ideal for use with low-wattage pod systems, Tropic Mango Ice provides a smooth throat hit and consistent flavor with every puff. Crafted with high-quality ingredients, this e-liquid ensures a delightful and satisfying vape. Enjoy the expertly formulated Tropic Mango Ice from Lost Mary for a burst of tropical fruit flavor with a frosty finish.
TROPIC MANGO ICE - URBAN TALE X LOST MARY SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salt Formulation
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. "" ",30mL Unicorn Bottle,50%,50%,Nicotine Salt Formulation,USA,https://www.elementvape.com/tropic-mango-ice-urban-tale-salts
TRIPLE BERRY ICE - URBAN TALE X LOST MARY SALTS - 30ML,LOST MARY,TRIPLE BERRY ICE - URBAN TALE X LOST MARY SALTS - 30ML,$10.99,"Experience the Triple Berry Ice - Urban Tale Salts by Lost Mary, blending a trio of berries with a refreshing icy finish in a smooth 30mL bottle. This premium nicotine salt e-liquid offers a delightful mix of sweet and tart berries, perfectly balanced with a cool menthol touch for a refreshing and invigorating vape. Ideal for use with low-wattage pod systems, Triple Berry Ice provides a smooth throat hit and consistent flavor with every puff. Crafted with high-quality ingredients, this e-liquid ensures a pleasurable and satisfying vaping experience. Enjoy the expertly formulated Triple Berry Ice from Lost Mary for a burst of berry goodness with a frosty twist.
TRIPLE BERRY ICE - URBAN TALE X LOST MARY SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salt Formulation
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. "" ",30mL Unicorn Bottle,50%,50%,Nicotine Salt Formulation,USA,https://www.elementvape.com/triple-berry-ice-urban-tale-salts
STRAWBERRY ICE - URBAN TALE X LOST MARY SALTS - 30ML,LOST MARY,STRAWBERRY ICE - URBAN TALE X LOST MARY SALTS - 30ML,$10.99,"Indulge in the Strawberry Ice - Urban Tale Salts by Lost Mary, blending juicy strawberries with a refreshing icy finish in a smooth 30mL bottle. This premium nicotine salt e-liquid offers a delightful combination of sweet and ripe strawberry flavors balanced with a cool menthol touch, creating a perfectly refreshing and satisfying vaping experience. Ideal for use with low-wattage pod systems, Strawberry Ice provides a smooth throat hit and consistent flavor with every puff. Crafted with high-quality ingredients, this e-liquid ensures a pleasurable and invigorating vape. Enjoy the expertly formulated Strawberry Ice from Lost Mary for a burst of fruity and frosty delight.
STRAWBERRY ICE - URBAN TALE X LOST MARY SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salt Formulation
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. "" ",30mL Unicorn Bottle,50%,50%,Nicotine Salt Formulation,USA,https://www.elementvape.com/strawberry-ice-urban-tale-salts
