title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
C. PIE REMIX - FOOD FIGHTER SALTS - 30ML,FIND BRAND,C. PIE REMIX - FOOD FIGHTER SALTS - 30ML,$9.99,"Discover C. Pie Remix by Food Fighter Salts, taking a nicotine salt base coupled with flavors of baked pie, strawberries, pecans, and graham cracker crumbs.
C. Pie Remix - Food Fighter Salts - 30mL Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Nicotine Salts Formulation
Made in USA
Available in 25mg, 45mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/pie-remix-food-fighter-salts
ESQUIRE - ELYSIAN SALTS - 60ML,FIND BRAND,ESQUIRE - ELYSIAN SALTS - 60ML,$17.99,"Shop Esquire by Elysian Salts, taking a synthetic nicotine mix of robust tobacco enhanced with banana, vanilla, and hazelnut to delight the taste buds.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Elysian Salts - Esquire Features:
2 x 30mL Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Synthetic Nicotine Salt Formulation
Made in USA
Available in 12mg, 24mg, 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/esquire-elysian-salts
UPSTATE ALMOND CREAM SALTS - BANTAM VAPE - 30ML,BANTAM VAPE,UPSTATE ALMOND CREAM SALTS - BANTAM VAPE - 30ML,$10.99,"Shop Upstate Almond Cream Salts by Bantam Vape, a synthetic nicotine salt blend featuring layers of vanilla, nutty almonds, and sweet cream.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in pod-based, closed systems devices, and ultra low-output atomizers/mods. Every salt-based nicotine e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Upstate Almond Cream SALTS - Bantam Vape Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Crafted for Ultra-Low Wattage & Pod Based Systems
Synthetic Nicotine Salt Formulation
Available nicotine: 18mg, 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/upstate-almond-cream-bantam-salts
UPSTATE ALMOND CREAM - BANTAM VAPE - 100ML,BANTAM VAPE,UPSTATE ALMOND CREAM - BANTAM VAPE - 100ML,$11.99,"Discover Upstate Almond Cream by Bantam Vape, featuring delicious notes of creamy vanilla, nutty almond, and cream in synthetic nicotine blend.
Upstate Almond Cream - Bantam Vape Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Synthetic Nicotine Formulation
Available nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/upstate-almond-cream-bantam
PB NILLA - ELYSIAN SALTS - 60ML,FIND BRAND,PB NILLA - ELYSIAN SALTS - 60ML,$17.99,"Discover PB Nilla by Elysian SALTS, enhancing fluffy white vanilla cake with a nutty peanut butter infusion of flavor in a nicotine salt solution.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Elysian SALTS - PB Nilla Features:
2 x 30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Synthetic Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 24mg, 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/pb-nilla-elysian-salts
BLGN WAFFLES SALTS - INNEVAPE E-LIQUIDS - 30ML,INNEVAPE,BLGN WAFFLES SALTS - INNEVAPE E-LIQUIDS - 30ML,$10.99,"Check out Vape My Day SALTS by Innevape E-Liquids, a nicotine salt blend featuring caramel, hazelnut, and butterscotch similar to waffles.
Vape My Day SALTS - Innevape E-Liquids Features:
30mL Unicorn Bottle
Child Resistant Cap
60% PG
40% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 24mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/vape-my-day-salts-innevape
BLGN WAFFLES - INNEVAPE E-LIQUIDS - 100ML,INNEVAPE,BLGN WAFFLES - INNEVAPE E-LIQUIDS - 100ML,$13.99,"Discover BLGN Waffles by Innevape E-Liquids, featuring a blend of gooey caramel, nutty hazelnut, and sweet butterscotch that is reminiscent of waffles.
BLGN Waffles - Innevape E-Liquids Features:
100mL Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/vape-my-day-innevape
VANILLA ALMOND CUSTARD - THE FINEST CRÈME DE LA CRÈME SALT NIC - 30ML,FIND BRAND,VANILLA ALMOND CUSTARD - THE FINEST CRÈME DE LA CRÈME SALT NIC - 30ML,$10.99,"Taste Vanilla Almond Custard by The Finest SaltNic, featuring a nicotine salt blend of creamy custard, sweet vanilla, and toasted nutty almonds.
The Finest SaltNic Series - Vanilla Almond Custard Features:
30mL Chubby Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based
Made in USA
Available nicotine: 30mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/vanilla-almond-custard-finest-saltnic
BANANA - PB AND JAM MONSTER - 100ML,FIND BRAND,BANANA - PB AND JAM MONSTER - 100ML,$13.99,"Check out Banana by PB & Jam Monster, capturing a sweet banana blend with roasted peanut butter for a delicious vape juice, tantalizing the senses. From the creators of Monster Vape Labs.
Banana - PB & Jam Monster - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 25%
• VG: 75%
• Formulation: Synthetic Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,75%,25%,,,https://www.elementvape.com/banana-pb-jam-monster
BANANA NUT O'S - CEREAL SERIES - SHIJIN VAPOR - 100ML,SHIJIN VAPOR,BANANA NUT O'S - CEREAL SERIES - SHIJIN VAPOR - 100ML,$13.99,"Enjoy Cereal Series - Banana Nut O's by Shijin Vapor, capturing sweet honey oat cereal with toasted nuts and banana slices for a delicious vape juice.
Cereal Series - Banana Nut O's by Shijin Vapor Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/banana-nut-os-shijin-vapor
FROSTED O'S - CEREAL SERIES - SHIJIN VAPOR - 100ML,SHIJIN VAPOR,FROSTED O'S - CEREAL SERIES - SHIJIN VAPOR - 100ML,$13.99,"Try Cereal Series - Frost O's by Shijin Vapor, a bowl of honey oat cereal dusted with powdered sugar, delighting breakfast lovers with this vape juice.
Cereal Series - Frosted O's by Shijin Vapor Features:
100mL Chubby Unicorn Bottle
Child Resistant Cap
70% VG
30% PG
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/frosted-os-shijin-vapor
TOASTED TOBACCO SALTS - BANTAM VAPE - 30ML,BANTAM VAPE,TOASTED TOBACCO SALTS - BANTAM VAPE - 30ML,$10.99,"Indulge in Toasted Tobacco SALTS by Bantam Vape, a delicious blend of robust American tobacco enhanced with a splash of sweet vanilla and toasted almonds.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Toasted Tobacco SALTS - Bantam Vape Features:
30mL Unicorn Bottle
Child Resistant Cap
50% VG
50% PG
Made in USA
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Available in 18mg, 36mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,,,,,https://www.elementvape.com/toasted-tobacco-salts-bantam-vape
JEWEL TOBACCO - POD JUICE - 30ML,POD JUICE,JEWEL TOBACCO - POD JUICE - 30ML,$10.99,"Jewel Tobacco by Pod Juice E-Liquid is carefully crafted over months of testing to produce a rich and smooth tobacco flavor -- infused with silky Virginia Tobacco notes filled in earthy and oaky notes.
Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Pod Juice - Jewel Tobacco Features:
30mL Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Nicotine Salts Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available in 35mg, 55mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/jewel-tobacco-pod-juice
PUMPKIN COOKIE - SADBOY - 100ML,FIND BRAND,PUMPKIN COOKIE - SADBOY - 100ML,$13.99,"Pumpkin Cookie by Sadboy E-Liquid takes a tasty pumpkin puree accented with a myriad spices and bakes the mixture into an oven-fresh crunchy cookie to create a deliciously sweet eJuice.
Sadboy E-Liquid - Pumpkin Cookie Features:
100mL Unicorn Bottle
Child Resistant Cap
30% PG
70% VG
Synthetic Nicotine Formulation
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/pumpkin-cookie-sadboy
STRAWBERRY JAM - SADBOY - 100ML,FIND BRAND,STRAWBERRY JAM - SADBOY - 100ML,$13.99,"Strawberry Jam by Sadboy E-Liquid combines a oven-fresh cookie baked to perfection, slathered in thick natural strawberry jam to create a decadently balanced fruity eJuice.
Sadboy E-Liquid - Strawberry Jam Features:
100mL Unicorn Bottle
Child Resistant Cap
30% PG
70% VG
Synthetic Nicotine Formulation
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/strawberry-jam-cookie-sadboy
KEYLIME COOKIE - SADBOY - 100ML,FIND BRAND,KEYLIME COOKIE - SADBOY - 100ML,$13.99,"Key Lime Cookie by Sadboy E-Liquid is a fruity eJuice creation blending together zesty key limes, honey-touched graham crackers, and is a perfect blend of tangy sweetness followed by the mellow undertone of baked cookies.
Sadboy E-Liquid - Key Lime Cookie Features:
100mL Unicorn Bottle
Child Resistant Cap
30% PG
70% VG
Synthetic Nicotine Formulation
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/key-lime-cookie-sadboy
BUTTER COOKIE - SADBOY - 100ML,FIND BRAND,BUTTER COOKIE - SADBOY - 100ML,$13.99,"Butter Cookie by Sadboy E-Liquid takes spiced speculoos ginger bread cookies, reduced into a thick creamy paste to create this delectably sweet but tasty eJuice that will liven the taste buds.
Sadboy E-Liquid - Butter Cookie Features:
100mL Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Synthetic Nicotine Formulation
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/butter-cookie-sadboy
STRAWBERRY - PB AND JAM MONSTER SALTS - 30ML,FIND BRAND,STRAWBERRY - PB AND JAM MONSTER SALTS - 30ML,$10.99,"Strawberry by PB & Jam Monster Salts is a nicotine salt blend of oven-fresh bread, coated in thick crunchy peanut butter and strawberry jam filling that is sure to make the mouth water. From the creators of Monster Vape Labs.
Strawberry - PB & Jam Monster Salts - 30mL Features:
• Capacity: 30mL Unicorn Bottle
• PG: 50%
• VG: 50%
• Formulation: Synthetic Nicotine Salts
• Child Resistant Cap
• Made in USA
Available Options:
24mg, 48mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,50%,50%,,,https://www.elementvape.com/pb-jam-monster-strawberry-salt
STRAWBERRY - PB AND JAM MONSTER - 100ML,FIND BRAND,STRAWBERRY - PB AND JAM MONSTER - 100ML,$13.99,"Strawberry by PB & Jam Monster takes a warm toasted slice of bread and covers it in a fine layer of thick spreadable peanut butter followed by a dollop of strawberry jam to add a fruity element to this nutty breakfast vape creation. From the creators of Monster Vape Labs.
Strawberry - PB & Jam Monster - 100mL Features:
• Capacity: 100mL Unicorn Bottle
• PG: 25%
• VG: 75%
• Formulation: Synthetic Freebase Nicotine
• Child Resistant Cap
• Made in USA
Available Options:
0mg, 3mg, 6mg
WARNINGS:
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",,75%,25%,,,https://www.elementvape.com/pb-jam-monster-strawberry-jam
APPLE CINNAMON GRANOLA BAR - YOGI SALTS E-LIQUID - 30ML,FIND BRAND,APPLE CINNAMON GRANOLA BAR - YOGI SALTS E-LIQUID - 30ML,$10.99,"Apple Cinnamon by Yogi SALTS E-Liquid is an invigorating blend of nicotine salts paired with rich crisp apples baked into a crunchy granola bar sprinkled with a dash of cinnamon powder for flavorful eJuice.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Yogi SALTS E-Liquid - Apple Cinnamon Granola Bar Features:
30mL Unicorn Bottle
Child Resistant Cap
50% PG
50% VG
Nicotine Salts Formulation 
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Manufactured for Axiocore Corporation
Available in 35mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/apple-cinnamon-granola-bar-yogi-salts-e-liquid-30ml
VANILLA TOBACCO GRANOLA BAR - YOGI SALTS E-LIQUID - 30ML,FIND BRAND,VANILLA TOBACCO GRANOLA BAR - YOGI SALTS E-LIQUID - 30ML,$10.99,"Vanilla Tobacco Granola Bar by Yogi SALTS E-Liquid is a nicotine salts blend combining elements of rich vanilla and cured tobacco paired with a crunchy granola bar for an unusually tasty vape.

Warning: This product is not meant for use in devices that reach sub-ohm resistance. We recommend this liquid to be used in vape pod system and ultra low-output atomizers/mods. Every nicotine salts e-juice contains significantly higher levels of nicotine per milliliter, optimal for beginners or experienced vapers looking for a travel-friendly experience.
Yogi SALTS E-Liquid - Vanilla Tobacco Granola Bar Features:
30mL Unicorn Bottle 
Child Resistant Cap 
50% PG 
50% VG 
Nicotine Salts Formulation 
Crafted For Ultra-Low Wattage & Pod-Based System 
Made in USA 
Manufactured for Axiocore Corporation 
Available in 35mg, 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/vanilla-tobacco-granola-bar-yogi-salts-e-liquid-30ml
APPLE CINNAMON GRANOLA BAR - YOGI E-LIQUID - 60ML,FIND BRAND,APPLE CINNAMON GRANOLA BAR - YOGI E-LIQUID - 60ML,$11.99,"Apple Cinnamon Granola Bar by Yogi E-Liquid is a wonderful eJuice   creation, infusing a honey-touched granola bar with a carefully balanced mixture of sweet crisp apples sprinkled in a light dusting of cinnamon for a delightful vape.
Yogi E-Liquid - Apple Cinnamon Granola Bar Features:
60mL Unicorn Bottle
Child Resistant Cap
30% PG
70% VG
Made in USA
Availalbe nicotine: 0mg, 3mg, 6mg
Manufactured by AxioCore 
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/apple-cinnamon-granola-bar-yogi-e-liquid-60ml
BANANA HONEY - THE FINEST SIGNATURE EDITION - 120ML,FIND BRAND,BANANA HONEY - THE FINEST SIGNATURE EDITION - 120ML,$14.99,"Signature Edition - Gold Reserve by The Finest E-Liquid is careful combination of sweet creamy milk and honey, paired with emulsified banana nuts and roasted almonds for a tasty flavor that will satisfy the taste buds with this intricate flavor.
The Finest E-Liquid - Signature Edition - Gold Reserve Features:
2 x 60mL Unicorn Bottles
30% PG
70% VG
Made in USA
Available in 0mg, 3mg, 6mg
Manufactured by The Finest E-Liquid
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/banana-honey-finest
PB NILLA - ELYSIAN LABS - 120ML,ELYSIAN LABS,PB NILLA - ELYSIAN LABS - 120ML,$17.99,"PB Nilla by Elysian Labs is a tasty vape creation, pairing together fluffy white vanilla cake finished with a heavy dollop of smooth creamy peanut butter.
Elysian Labs - PB Nilla Features:
2 x 60mL Chubby Gorilla Bottle
Child Resistant Cap
60% VG
40% PG
Synthetic Nicotine Formulation
Crafted For Ultra-Low Wattage & Pod-Based System
Made in USA
Available nicotine: 0mg, 3mg, 6mg

CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/pb-nilla-elysian-labs-60ml
