title,brand,product,price,description,bottle_capacity,vg,pg,formulation,made_in,url
PIXIE DIP - NOMS 100 BY NOMENON - 100ML,FIND BRAND,PIXIE DIP - NOMS 100 BY NOMENON - 100ML,$13.99,"Enjoy Pixie Dip by Nomenon E-liquids, featuring a magical eJuice blend featuring the vibrant flavors of sweet sugary grape that is a recreation of the Purple Pixy Stix candy.
PIXIE DIP - NOMS 100 BY NOMENON - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 Pixie Dip - Noms 100 by Nomenon - 100mL
AVAILABLE OPTIONS:
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/pixie-dip-nomenon
PINEAPPLE COCONUT SPICED RUM - FREENOMS BY NOMENON - 100ML,FIND BRAND,PINEAPPLE COCONUT SPICED RUM - FREENOMS BY NOMENON - 100ML,$14.99,"Shop Pineapple Coconut Spiced Rum by Nomenon E-Liquid, a pina colada eJuice featuring tangy pineapple enhanced with smooth creamy coconut and a splash of rum.
PINEAPPLE COCONUT SPICED RUM - NOMS 100 BY NOMENON - 100ML FEATURES:
• BOTTLE CAPACITY: 120mL
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 120mL Chubby Unicorn Bottle
AVAILABLE OPTIONS:
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",120mL,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/pienapple-coconut-rum-nomenon
COFFEE COOKIE CRUNCH - LOADED - RUTHLESS - 100ML,RUTHLESS,COFFEE COOKIE CRUNCH - LOADED - RUTHLESS - 100ML,$13.99,,,,,,,https://www.elementvape.com/coffee-cookie-crunch-loaded
BLUE RAZZ LEMONADE - BSX SALT SERIES - 30ML,FIND BRAND,BLUE RAZZ LEMONADE - BSX SALT SERIES - 30ML,$10.99,"Shop Blue Razz Lemonade by BSX Salt Series, capturing tangy flavors of mythical blue raspberries with a touch of cream muddled in a glass of refreshing lemonade.
BLUE RAZZ LEMONADE - BSX SALT SERIES - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 30mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/blue-razz-lemonade-bsx-salts
MOTHER'S MILK - SUICIDE BUNNY SALTS - 30ML,SUICIDE BUNNY,MOTHER'S MILK - SUICIDE BUNNY SALTS - 30ML,$10.99,"Discover Mother's Milk by Suicide Bunny Salts, capturing a blend of sweet vine-ripened strawberries and smooth creamy milk to create a delectable nicotine salt.
MOTHER'S MILK - SUICIDE BUNNY SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 Mother's Milk - Suicide Bunny Salts - 30mL
AVAILABLE OPTIONS:
• 20mg
• 40mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/mothers-milk-suicide-bunny-salts
BLUE SLUSHEE - HUMBLE SALTS - 30ML,FIND BRAND,BLUE SLUSHEE - HUMBLE SALTS - 30ML,$10.99,"Check out Blue Slushee by Humble Salts, captivating the taste buds with a nicotine salt flavored with notes of delicious blue raspberry in slushie form.
BLUE SLUSHEE - HUMBLE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 48mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/blue-slushee-humble-salts
STRAWBERRY MILK - MOO SALTS - 30ML,FIND BRAND,STRAWBERRY MILK - MOO SALTS - 30ML,$10.99,"Shop the Strawberry Milk by Moo Salts, a nicotine salt blend of delicious sweet strawberries coupled with refreshing milk to add a creamy dimension.
STRAWBERRY MILK - MOO SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 30mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/strawberry-milk-moo-salts
VANILLA ALMOND MILK - MOO SALTS - 30ML,FIND BRAND,VANILLA ALMOND MILK - MOO SALTS - 30ML,$10.99,"Dive into a bottle of Vanilla Almond Milk by Moo Salts, a nicotine salt blend of smooth creamy almond milk that tantalizes the taste buds with nutty flavor.
VANILLA ALMOND MILK - MOO SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 30mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/vanilla-almond-milk-moo-salts
COFFEE MILK - MOO SALTS - 30ML,FIND BRAND,COFFEE MILK - MOO SALTS - 30ML,$10.99,"Check out Coffee Milk by Moo Salts, captivating the tongue and taste buds with notes of bold coffee coupled with a splash of refreshingly creamy milk.
COFFEE MILK - MOO SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 30mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",30mL,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/coffee-milk-moo-salts
PARADISE PUNCH - HI-DRIP - 100ML,HI-DRIP,PARADISE PUNCH - HI-DRIP - 100ML,$13.99,"Check out Paradise Punch by Hi-Drip, blending exotic fruits like pineapple, mango, and guava, followed by a splash of zesty citrus for a fruity twist. 
PARADISE PUNCH - HI-DRIP E-LIQUIDS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/paradise-punch-hi-drip
ICED MANGO LEMONADE - HI-DRIP - 100ML,HI-DRIP,ICED MANGO LEMONADE - HI-DRIP - 100ML,$13.99,"Delight in ICED Mango Lemonade by Hi-Drip, capturing a refreshing menthol vape flavored with juicy mangoes combined with tart lemonade served over ice.
ICED MANGO LEMONADE - HI-DRIP E-LIQUIDS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/iced-mango-lemonade-hi-drip
MANGO LEMONADE - HI-DRIP - 100ML,HI-DRIP,MANGO LEMONADE - HI-DRIP - 100ML,$13.99,"Shop Mango Lemonade by Hi-Drip E-Liquids, a freebase nicotine eJuice flavored with delicious notes of exotic mangoes muddled in a tall glass of lemonade.
MANGO LEMONADE - HI-DRIP E-LIQUIDS - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/mango-lemonade-hi-drip
RASPBERRY LEMONADE - KILO REVIVAL - 100ML,KILO,RASPBERRY LEMONADE - KILO REVIVAL - 100ML,$13.99,"Discover Raspberry Lemonade by Kilo Revival, captivating the taste buds with fruity raspberry and tangy lemonade flavors that will entice the senses.
RASPBERRY LEMONADE - KILO REVIVAL - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm.",100mL,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/raspberry-lemonade-kilo-revival
MOCHA LATTE - INNEVAPE SALTS - 30ML,INNEVAPE,MOCHA LATTE - INNEVAPE SALTS - 30ML,$10.99,"Check out Mocha Latte by Innevape Salts, capturing the creamy flavor of a freshly brewed espresso coupled with a thick splash of melted chocolate.
MOCHA LATTE - INNEVAPE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 24mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/mocha-latte-innevape-salts
MOCHA LATTE - INNEVAPE - 100ML,INNEVAPE,MOCHA LATTE - INNEVAPE - 100ML,$13.99,"Shop Mocha Latte by Innevape, featuring a blend of creamy chocolate syrup mixed into an espresso-flavored eJuice that will tantalize the taste buds.
MOCHA LATTE - INNEVAPE - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mgm
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/mocha-latte-innevape
WATERMELON LEMONADE - JUICE ROLL UPZ REMIX SALTS - 30ML,JUICE ROLL UPZ,WATERMELON LEMONADE - JUICE ROLL UPZ REMIX SALTS - 30ML,$10.99,"Try Watermelon Lemonade by Juice Roll Upz Remix Salts, captivating the senses with notes of lemonade and watermelons in a tasty nicotine salt blend.
WATERMELON LEMONADE - JUICE ROLL UPZ REMIX SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 25mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/watermelon-lemonade-juice-roll-upz-salt
WATERMELON LEMONADE - JUICE ROLL UPZ REMIX - 100ML,JUICE ROLL UPZ,WATERMELON LEMONADE - JUICE ROLL UPZ REMIX - 100ML,$11.99,"Discover Watermelon Lemonade by Juice Roll Upz Remix, captivating the taste buds with sweet summertime watermelons juiced into a tall glass of lemonade.
WATERMELON LEMONADE - JUICE ROLL UPZ REMIX - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/watermelon-lemonade-juice-roll-upz
LEMON LIME SODA - JUICE ROLL UPZ REMIX SALTS - 30ML,JUICE ROLL UPZ,LEMON LIME SODA - JUICE ROLL UPZ REMIX SALTS - 30ML,$10.99,"Shop Lemon Lime Soda by Juice Roll Upz Remix Salts, a nicotine salt creation featuring vibrant citrus flavors like lemon and lime for a soda-flavored vape.
LEMON LIME SODA - JUICE ROLL UPZ REMIX SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 25mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/lemon-lime-soda-juice-roll-upz-salt
LEMON LIME SODA - JUICE ROLL UPZ REMIX - 100ML,JUICE ROLL UPZ,LEMON LIME SODA - JUICE ROLL UPZ REMIX - 100ML,$13.99,"Shop Lemon Lime Soda by Juice Roll Upz, mixing together notes of citrusy lemon and lime into a delectable eJuice that will captivate the taste buds.
LEMON LIME SODA - JUICE ROLL UPZ REMIX - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/lemon-lime-soda-juice-roll-upz
SHAMROCK COOKIE - SADBOY - 100ML,FIND BRAND,SHAMROCK COOKIE - SADBOY - 100ML,$13.99,"Shamrock Cookie by Sadboy E-Liquid takes a minty cream shake and blends it with a freshly baked cookie hot out the oven to create a deliciously minty bakery dessert vape that will bewilder the senses.
Sadboy E-Liquid - Shamrock Cookie Features:
100mL Unicorn Bottle
Child Resistant Cap
30% PG
70% VG
Synthetic Nicotine Formulation
Made in USA
Available in 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/shamrock-cookie-sadboy
PINK PUNCH NO. 1 - TWIST E-LIQUID - 120ML,TWIST E-LIQUID,PINK PUNCH NO. 1 - TWIST E-LIQUID - 120ML,$21.99,"Pink Punch No. 1 (Formerly Pink Punch Lemonade) by Lemon Twist E-Liquid is a zesty take on a classic flavor, presenting freshly squeezed lemonade combined with a tarty strawberry syrup for a complete punch.
Lemon Twist E-Liquid - Pink No. 1 Features:
Two 60mL Chubby Gorilla Bottle
70% VG
30% PG
Made in USA
Available Nicotine: 0mg, 3mg, 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",,,,,,https://www.elementvape.com/pink-punch-lemonade-by-lemon-twist-120ml
STRAWBERRY LEMONADE FROST - MR FREEZE SALTS - 30ML,FIND BRAND,STRAWBERRY LEMONADE FROST - MR FREEZE SALTS - 30ML,$9.99,"Shake up your usual with Strawberry Lemonade Frost by Mr. Freeze Salts, blending nicotine salts with strawberry and tangy lemonade with a splash of menthol.
STRAWBERRY LEMONADE FROST - MR FREEZE SALTS - 30ML FEATURES:
• BOTTLE CAPACITY: 30mL Unicorn Bottle
• VG: 50%
• PG: 50%
• FORMULATION: Nicotine Salts
• MADE IN: USA
INCLUDES:
• 1 30mL Unicorn Bottle
AVAILABLE OPTIONS:
• 35mg
• 50mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",30mL Unicorn Bottle,50%,50%,Nicotine Salts,USA,https://www.elementvape.com/strawberry-lemonade-frost-mr-freeze-salts
STRAWBERRY LEMONADE FROST - MR FREEZE - 100ML,FIND BRAND,STRAWBERRY LEMONADE FROST - MR FREEZE - 100ML,$11.99,"Shop Strawberry Lemonade Frost by Mr. Freeze, mixing together notes of ripe strawberries and homebrewed lemonade augmented with the cool chill of menthol.
STRAWBERRY LEMONADE FROST - MR FREEZE - 100ML FEATURES:
• BOTTLE CAPACITY: 100mL Unicorn Bottle
• VG: 70%
• PG: 30%
• FORMULATION: Freebase Nicotine
• MADE IN: USA
INCLUDES:
• 1 100mL Unicorn Bottle
AVAILABLE OPTIONS:
• 0mg
• 3mg
• 6mg
CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. ",100mL Unicorn Bottle,70%,30%,Freebase Nicotine,USA,https://www.elementvape.com/strawberry-lemonade-frost-mr-freeze
